source_file,source_page,hunt_code,hunt_name,totals_line,totals_numbers,res_total_permits,nr_total_permits,total_permits,parse_style
24_bg-odds.pdf,29,DB1031,"Limited-entry Muzzleloader Buck Deer - La Sal, Dolores Triangle - Muzzleloader Page 45",Totals 129 2 2 4 1 in 32.3 Totals 0 0 0 0 N/A,129;2;2;4;1;32;3;0;0;0;0,4,0,4,res_nr_split
24_bg-odds.pdf,30,DB1032,Limited-entry Muzzleloader Buck Deer - Monroe - Muzzleloader Page 46,Totals 40 2 2 4 1 in 10.0 Totals 4 0 1 1 1 in 4.0,40;2;2;4;1;10;0;4;0;1;1;1;4;0,4,4,8,res_nr_split
24_bg-odds.pdf,31,DB1033,Limited-entry Muzzleloader Buck Deer - Nine Mile - Muzzleloader Page 47,Totals 34 3 3 6 1 in 5.7 Totals 7 0 1 1 1 in 7.0,34;3;3;6;1;5;7;7;0;1;1;1;7;0,6,7,13,res_nr_split
24_bg-odds.pdf,32,DB1034,Limited-entry Muzzleloader Buck Deer - Pine Valley - Muzzleloader Page 48,Totals 194 7 7 14 1 in 13.9 Totals 134 1 1 2 1 in 67.0,194;7;7;14;1;13;9;134;1;1;2;1;67;0,14,134,148,res_nr_split
24_bg-odds.pdf,33,DB1036,Limited-entry Muzzleloader Buck Deer - Thousand Lakes - Muzzleloader Page 49,Totals 14 2 2 4 1 in 3.5 Totals 6 0 1 1 1 in 6.0,14;2;2;4;1;3;5;6;0;1;1;1;6;0,4,6,10,res_nr_split
24_bg-odds.pdf,34,DB1037,"Limited-entry Muzzleloader Buck Deer - San Juan, Elk Ridge - Muzzleloader Page 50",Totals 302 7 6 13 1 in 23.2 Totals 160 1 1 2 1 in 80.0,302;7;6;13;1;23;2;160;1;1;2;1;80;0,13,160,173,res_nr_split
24_bg-odds.pdf,35,DB1038,Limited-entry Muzzleloader Buck Deer - Diamond Mtn - Muzzleloader Page 51,Totals 132 11 10 21 1 in 6.3 Totals 60 1 1 2 1 in 30.0,132;11;10;21;1;6;3;60;1;1;2;1;30;0,21,60,81,res_nr_split
24_bg-odds.pdf,36,DB1039,Limited-entry Muzzleloader Buck Deer - Yellowstone - Muzzleloader Page 52,Totals 45 3 2 5 1 in 9.0 Totals 5 0 1 1 1 in 5.0,45;3;2;5;1;9;0;5;0;1;1;1;5;0,5,5,10,res_nr_split
24_bg-odds.pdf,37,DB1040,Limited-entry Muzzleloader Buck Deer - Southwest Desert - Muzzleloader Page 53,Totals 67 2 2 4 1 in 16.8 Totals 37 0 1 1 1 in 37.0,67;2;2;4;1;16;8;37;0;1;1;1;37;0,4,37,41,res_nr_split
24_bg-odds.pdf,38,DB1041,"Limited-entry Muzzleloader Buck Deer - Wasatch Mtns, East - Muzzleloader Page 54",Totals 186 11 10 21 1 in 8.9 Totals 17 2 1 3 1 in 5.7,186;11;10;21;1;8;9;17;2;1;3;1;5;7,21,17,38,res_nr_split
24_bg-odds.pdf,39,DB1042,"Limited-entry Muzzleloader Buck Deer - West Desert, Vernon - Muzzleloader Page 55",Totals 364 19 18 37 1 in 9.8 Totals 64 2 1 3 1 in 21.3,364;19;18;37;1;9;8;64;2;1;3;1;21;3,37,64,101,res_nr_split
24_bg-odds.pdf,40,DB1043,Limited-entry Muzzleloader Buck Deer - Zion - Muzzleloader Page 56,Totals 88 7 7 14 1 in 6.3 Totals 47 1 1 2 1 in 23.5,88;7;7;14;1;6;3;47;1;1;2;1;23;5,14,47,61,res_nr_split
24_bg-odds.pdf,41,DB1044,Multi-season Limited-entry Buck Deer - Book Cliffs - Any Legal Weapon Page 57,Totals 247 3 3 6 1 in 41.2 Totals 139 0 1 1 1 in 139.0,247;3;3;6;1;41;2;139;0;1;1;1;139;0,6,139,145,res_nr_split
24_bg-odds.pdf,42,DB1045,"Multi-season Limited-entry Buck Deer - Fillmore, Oak Creek Le - Any Legal Weapon Page 58",Totals 234 0 1 1 1 in 234.0 Totals 0 0 0 0 N/A,234;0;1;1;1;234;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,43,DB1046,"Multi-season Limited-entry Buck Deer - San Juan, Elk Ridge - Any Legal Weapon Page 59",Totals 126 1 1 2 1 in 63.0 Totals 0 0 0 0 N/A,126;1;1;2;1;63;0;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,44,DB1047,Multi-season Limited-entry Buck Deer - Diamond Mtn - Any Legal Weapon Page 60,Totals 104 2 2 4 1 in 26.0 Totals 0 0 0 0 N/A,104;2;2;4;1;26;0;0;0;0;0,4,0,4,res_nr_split
24_bg-odds.pdf,45,DB1048,"Multi-season Limited-entry Buck Deer - West Desert, Vernon - Any Legal Weapon Page 61",Totals 227 3 2 5 1 in 45.4 Totals 78 0 1 1 1 in 78.0,227;3;2;5;1;45;4;78;0;1;1;1;78;0,5,78,83,res_nr_split
24_bg-odds.pdf,46,DB1053,Limited-entry Muzzleloader Buck Deer - Mt Dutton - Muzzleloader Page 62,Totals 28 2 2 4 1 in 7.0 Totals 11 0 1 1 1 in 11.0,28;2;2;4;1;7;0;11;0;1;1;1;11;0,4,11,15,res_nr_split
24_bg-odds.pdf,47,DB1054,Limited-entry Muzzleloader Buck Deer - Ogden - Muzzleloader Page 63,Totals 36 4 4 8 1 in 4.5 Totals 2 0 1 1 1 in 2.0,36;4;4;8;1;4;5;2;0;1;1;1;2;0,8,2,10,res_nr_split
24_bg-odds.pdf,48,DB1055,Limited-entry Muzzleloader Buck Deer - Fishlake - Muzzleloader Page 64,Totals 41 3 2 5 1 in 8.2 Totals 9 0 1 1 1 in 9.0,41;3;2;5;1;8;2;9;0;1;1;1;9;0,5,9,14,res_nr_split
24_bg-odds.pdf,49,DB1058,Alw (rifle) Cactus Buck Deer - Paunsaugunt - Any Legal Weapon Page 65,Totals 136 14 13 27 1 in 5.0 Totals 51 2 1 3 1 in 17.0,136;14;13;27;1;5;0;51;2;1;3;1;17;0,27,51,78,res_nr_split
24_bg-odds.pdf,50,DB1059,Limited-entry Muzzleloader Buck Deer - Beaver - Muzzleloader Page 66,Totals 40 4 3 7 1 in 5.7 Totals 35 0 1 1 1 in 35.0,40;4;3;7;1;5;7;35;0;1;1;1;35;0,7,35,42,res_nr_split
24_bg-odds.pdf,51,DB1065,Limited-entry Muzzleloader Buck Deer - North Slope - Muzzleloader Page 67,Totals 53 6 5 11 1 in 4.8 Totals 5 0 1 1 1 in 5.0,53;6;5;11;1;4;8;5;0;1;1;1;5;0,11,5,16,res_nr_split
24_bg-odds.pdf,52,DB1073,Management Archery Buck Deer - Paunsaugunt - Archery Page 68,Totals 56 2 2 4 1 in 14.0 Totals 0 0 0 0 N/A,56;2;2;4;1;14;0;0;0;0;0,4,0,4,res_nr_split
24_bg-odds.pdf,53,DB1074,Management Muzzleloader Buck Deer - Paunsaugunt - Muzzleloader Page 69,Totals 67 2 2 4 1 in 16.8 Totals 0 0 0 0 N/A,67;2;2;4;1;16;8;0;0;0;0,4,0,4,res_nr_split
24_bg-odds.pdf,54,DB1077,Limited-entry Muzzleloader Buck Deer - Box Elder - Muzzleloader Page 70,Totals 44 11 10 21 1 in 2.1 Totals 29 1 1 2 1 in 14.5,44;11;10;21;1;2;1;29;1;1;2;1;14;5,21,29,50,res_nr_split
24_bg-odds.pdf,55,DB1078,Limited-entry Muzzleloader Buck Deer - Cache - Muzzleloader Page 71,Totals 68 3 2 5 1 in 13.6 Totals 16 0 1 1 1 in 16.0,68;3;2;5;1;13;6;16;0;1;1;1;16;0,5,16,21,res_nr_split
24_bg-odds.pdf,56,DB1079,Limited-entry Muzzleloader Buck Deer - Manti/san Rafael - Muzzleloader Page 72,Totals 181 18 17 35 1 in 5.2 Totals 21 2 2 4 1 in 5.3,181;18;17;35;1;5;2;21;2;2;4;1;5;3,35,21,56,res_nr_split
24_bg-odds.pdf,57,DB1080,Limited-entry Muzzleloader Buck Deer - Nebo - Muzzleloader Page 73,Totals 69 11 10 21 1 in 3.3 Totals 7 1 1 2 1 in 3.5,69;11;10;21;1;3;3;7;1;1;2;1;3;5,21,7,28,res_nr_split
24_bg-odds.pdf,58,DB1081,"Limited-entry Muzzleloader Buck Deer - La Sal, La Sal Mtns - Muzzleloader Page 74",Totals 40 3 3 6 1 in 6.7 Totals 11 0 1 1 1 in 11.0,40;3;3;6;1;6;7;11;0;1;1;1;11;0,6,11,17,res_nr_split
24_bg-odds.pdf,59,DB1082,Limited-entry Muzzleloader Buck Deer - Oquirrh-stansbury - Muzzleloader Page 75,Totals 66 6 6 12 1 in 5.5 Totals 10 0 1 1 1 in 10.0,66;6;6;12;1;5;5;10;0;1;1;1;10;0,12,10,22,res_nr_split
24_bg-odds.pdf,60,DB1083,Limited-entry Muzzleloader Buck Deer - Panguitch Lake - Muzzleloader Page 76,Totals 32 4 3 7 1 in 4.6 Totals 22 0 1 1 1 in 22.0,32;4;3;7;1;4;6;22;0;1;1;1;22;0,7,22,29,res_nr_split
24_bg-odds.pdf,61,DB1084,Limited-entry Muzzleloader Buck Deer - Boulder/kaiparowits - Muzzleloader Page 77,Totals 36 5 4 9 1 in 4.0 Totals 33 0 1 1 1 in 33.0,36;5;4;9;1;4;0;33;0;1;1;1;33;0,9,33,42,res_nr_split
24_bg-odds.pdf,62,DB1085,"Limited-entry Muzzleloader Buck Deer - San Juan, Abajo Mtns - Muzzleloader Page 78",Totals 36 5 5 10 1 in 3.6 Totals 16 0 1 1 1 in 16.0,36;5;5;10;1;3;6;16;0;1;1;1;16;0,10,16,26,res_nr_split
24_bg-odds.pdf,63,DB1086,Limited-entry Muzzleloader Buck Deer - Vernal/bonanza - Muzzleloader Page 79,Totals 41 2 2 4 1 in 10.3 Totals 8 0 1 1 1 in 8.0,41;2;2;4;1;10;3;8;0;1;1;1;8;0,4,8,12,res_nr_split
24_bg-odds.pdf,64,DB1087,"Limited-entry Muzzleloader Buck Deer - Wasatch Mtns, West - Muzzleloader Page 80",Totals 69 14 13 27 1 in 2.6 Totals 5 2 1 3 1 in 1.7,69;14;13;27;1;2;6;5;2;1;3;1;1;7,27,5,32,res_nr_split
24_bg-odds.pdf,65,DB1088,"Limited-entry Muzzleloader Buck Deer - West Desert, Tintic - Muzzleloader Page 81",Totals 8 2 2 4 1 in 2.0 Totals 4 0 1 1 1 in 4.0,8;2;2;4;1;2;0;4;0;1;1;1;4;0,4,4,8,res_nr_split
24_bg-odds.pdf,66,DB1089,"Limited-entry Muzzleloader Buck Deer - West Desert, West - Muzzleloader Page 82",Totals 17 2 2 4 1 in 4.3 Totals 6 0 1 1 1 in 6.0,17;2;2;4;1;4;3;6;0;1;1;1;6;0,4,6,10,res_nr_split
24_bg-odds.pdf,67,DB1090,"Limited-entry Hamss Buck Deer - Book Cliffs, Floy Canyon - H.a.m.s.s. Page 83",Totals 52 2 2 4 1 in 13.0 Totals 58 0 1 1 1 in 58.0,52;2;2;4;1;13;0;58;0;1;1;1;58;0,4,58,62,res_nr_split
24_bg-odds.pdf,68,DB1091,Limited-entry Hamss Buck Deer - Kaiparowits Hamss - H.a.m.s.s. Page 84,Totals 95 2 2 4 1 in 23.8 Totals 55 0 1 1 1 in 55.0,95;2;2;4;1;23;8;55;0;1;1;1;55;0,4,55,59,res_nr_split
24_bg-odds.pdf,69,DB1094,Limited-entry Muzzleloader Buck Deer - Myton - Muzzleloader Page 85,Totals 5 5 0 5 1 in 1.0 Totals 0 0 0 0 N/A,5;5;0;5;1;1;0;0;0;0;0,5,0,5,res_nr_split
24_bg-odds.pdf,70,DB1100,Limited-entry Muzzleloader Buck Deer - Chalk Creek - Muzzleloader Page 86,Totals 54 5 4 9 1 in 6.0 Totals 2 0 1 1 1 in 2.0,54;5;4;9;1;6;0;2;0;1;1;1;2;0,9,2,11,res_nr_split
24_bg-odds.pdf,71,DB1101,Limited-entry Muzzleloader Buck Deer - East Canyon - Muzzleloader Page 87,Totals 13 4 3 7 1 in 1.9 Totals 1 0 1 1 1 in 1.0,13;4;3;7;1;1;9;1;0;1;1;1;1;0,7,1,8,res_nr_split
24_bg-odds.pdf,72,DB1103,Limited-entry Muzzleloader Buck Deer - Morgan-south Rich - Muzzleloader Page 88,Totals 11 3 3 6 1 in 1.8 Totals 1 0 1 1 1 in 1.0,11;3;3;6;1;1;8;1;0;1;1;1;1;0,6,1,7,res_nr_split
24_bg-odds.pdf,73,DB1105,Limited-entry Hamss Buck Deer - East Canyon - H.a.m.s.s. Page 89,Totals 32 2 2 4 1 in 8.0 Totals 7 0 1 1 1 in 7.0,32;2;2;4;1;8;0;7;0;1;1;1;7;0,4,7,11,res_nr_split
24_bg-odds.pdf,74,DB1200,Premium Cwmu Buck Deer - Alton - Any Legal Weapon Page 90,Totals 406 2 1 3 1 in 135.3 Totals 0 0 0 0 N/A,406;2;1;3;1;135;3;0;0;0;0,3,0,3,res_nr_split
24_bg-odds.pdf,75,DB1201,Cwmu Management Buck Deer - Alton - Any Legal Weapon Page 91,Totals 69 0 1 1 1 in 69.0 Totals 0 0 0 0 N/A,69;0;1;1;1;69;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,76,DB1202,Cwmu Buck Deer - Antelope Creek - Any Legal Weapon Page 92,Totals 4 0 1 1 1 in 4.0 Totals 0 0 0 0 N/A,4;0;1;1;1;4;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,77,DB1203,Cwmu Buck Deer - Avintaquin Canyon - Any Legal Weapon Page 93,Totals 9 0 1 1 1 in 9.0 Totals 0 0 0 0 N/A,9;0;1;1;1;9;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,78,DB1204,Cwmu Buck Deer - Bally Watts - Any Legal Weapon Page 94,Totals 17 0 1 1 1 in 17.0 Totals 0 0 0 0 N/A,17;0;1;1;1;17;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,79,DB1205,Cwmu Buck Deer - Bar J Ranch - Any Legal Weapon Page 95,Totals 7 0 1 1 1 in 7.0 Totals 0 0 0 0 N/A,7;0;1;1;1;7;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,80,DB1206,Cwmu Buck Deer - Bear Mountain - Any Legal Weapon Page 96,Totals 8 0 1 1 1 in 8.0 Totals 0 0 0 0 N/A,8;0;1;1;1;8;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,81,DB1207,Cwmu Buck Deer - Bear Springs - Any Legal Weapon Page 97,Totals 12 0 1 1 1 in 12.0 Totals 0 0 0 0 N/A,12;0;1;1;1;12;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,82,DB1208,Cwmu Buck Deer - Blackhawk - Any Legal Weapon Page 98,Totals 4 0 1 1 1 in 4.0 Totals 0 0 0 0 N/A,4;0;1;1;1;4;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,83,DB1209,Cwmu Buck Deer - Blind Springs - Any Legal Weapon Page 99,Totals 10 0 1 1 1 in 10.0 Totals 0 0 0 0 N/A,10;0;1;1;1;10;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,84,DB1211,Cwmu Buck Deer - Blue Spring Hills - Any Legal Weapon Page 100,Totals 15 0 1 1 1 in 15.0 Totals 0 0 0 0 N/A,15;0;1;1;1;15;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,85,DB1212,Cwmu Buck Deer - Bluebell - Any Legal Weapon Page 101,Totals 6 0 1 1 1 in 6.0 Totals 0 0 0 0 N/A,6;0;1;1;1;6;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,86,DB1213,Cwmu Buck Deer - Boobe Hole - Any Legal Weapon Page 102,Totals 5 1 1 2 1 in 2.5 Totals 0 0 0 0 N/A,5;1;1;2;1;2;5;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,87,DB1215,Cwmu Buck Deer - Buckhorn Ranch - Any Legal Weapon Page 103,Totals 19 0 1 1 1 in 19.0 Totals 0 0 0 0 N/A,19;0;1;1;1;19;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,88,DB1217,Cwmu Buck Deer - Causey Spring - Any Legal Weapon Page 104,Totals 24 0 1 1 1 in 24.0 Totals 0 0 0 0 N/A,24;0;1;1;1;24;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,89,DB1219,Cwmu Buck Deer - Chimney Rock - Any Legal Weapon Page 105,Totals 33 1 1 2 1 in 16.5 Totals 0 0 0 0 N/A,33;1;1;2;1;16;5;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,90,DB1222,Cwmu Buck Deer - Coldwater Ranch - Any Legal Weapon Page 106,Totals 62 1 1 2 1 in 31.0 Totals 0 0 0 0 N/A,62;1;1;2;1;31;0;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,91,DB1224,Cwmu Buck Deer - Cotton Thomas - Any Legal Weapon Page 107,Totals 11 0 1 1 1 in 11.0 Totals 0 0 0 0 N/A,11;0;1;1;1;11;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,92,DB1227,Cwmu Buck Deer - Deer Haven - Any Legal Weapon Page 108,Totals 25 1 1 2 1 in 12.5 Totals 0 0 0 0 N/A,25;1;1;2;1;12;5;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,93,DB1228,Cwmu Buck Deer - Deseret - Any Legal Weapon Page 109,Totals 252 7 7 14 1 in 18.0 Totals 0 0 0 0 N/A,252;7;7;14;1;18;0;0;0;0;0,14,0,14,res_nr_split
24_bg-odds.pdf,94,DB1229,Cwmu Buck Deer - Dilly Ranch - Any Legal Weapon Page 110,Totals 10 0 1 1 1 in 10.0 Totals 0 0 0 0 N/A,10;0;1;1;1;10;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,95,DB1230,Cwmu Buck Deer - Double R Ranch - Any Legal Weapon Page 111,Totals 23 1 1 2 1 in 11.5 Totals 0 0 0 0 N/A,23;1;1;2;1;11;5;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,96,DB1231,Cwmu Buck Deer - Dove Creek - Any Legal Weapon Page 112,Totals 15 1 1 2 1 in 7.5 Totals 0 0 0 0 N/A,15;1;1;2;1;7;5;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,97,DB1232,Cwmu Buck Deer - Durst Mountain - Any Legal Weapon Page 113,Totals 35 1 1 2 1 in 17.5 Totals 0 0 0 0 N/A,35;1;1;2;1;17;5;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,98,DB1233,Cwmu Buck Deer - East Fork Chalk Creek - Any Legal Weapon Page 114,Totals 40 2 2 4 1 in 10.0 Totals 0 0 0 0 N/A,40;2;2;4;1;10;0;0;0;0;0,4,0,4,res_nr_split
24_bg-odds.pdf,99,DB1234,Cwmu Buck Deer - East Zion - Any Legal Weapon Page 115,Totals 14 0 1 1 1 in 14.0 Totals 0 0 0 0 N/A,14;0;1;1;1;14;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,100,DB1236,Cwmu Buck Deer - Engineer Springs - Any Legal Weapon Page 116,Totals 20 0 1 1 1 in 20.0 Totals 0 0 0 0 N/A,20;0;1;1;1;20;0;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,101,DB1237,Cwmu Buck Deer - Ensign Ranches - Any Legal Weapon Page 117,Totals 131 2 1 3 1 in 43.7 Totals 0 0 0 0 N/A,131;2;1;3;1;43;7;0;0;0;0,3,0,3,res_nr_split
24_bg-odds.pdf,102,DB1238,Cwmu Buck Deer - Folley Ridge - Any Legal Weapon Page 118,Totals 17 2 1 3 1 in 5.7 Totals 0 0 0 0 N/A,17;2;1;3;1;5;7;0;0;0;0,3,0,3,res_nr_split
