source_file,source_page,hunt_code,hunt_name,totals_line,totals_numbers,res_total_permits,nr_total_permits,total_permits,parse_style
24_le_deer.pdf,93,DB1227,Cwmu Buck Deer - Deer Haven - Any Legal Weapon Page 108,Totals 25 1 1 2 1 in 12.5 Totals 0 0 0 0 N/A,25;1;1;2;1;12;5;0;0;0;0,2,0,2,res_nr_split
24_le_deer.pdf,94,DB1228,Cwmu Buck Deer - Deseret - Any Legal Weapon Page 109,Totals 252 7 7 14 1 in 18.0 Totals 0 0 0 0 N/A,252;7;7;14;1;18;0;0;0;0;0,14,0,14,res_nr_split
24_le_deer.pdf,95,DB1229,Cwmu Buck Deer - Dilly Ranch - Any Legal Weapon Page 110,Totals 10 0 1 1 1 in 10.0 Totals 0 0 0 0 N/A,10;0;1;1;1;10;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,96,DB1230,Cwmu Buck Deer - Double R Ranch - Any Legal Weapon Page 111,Totals 23 1 1 2 1 in 11.5 Totals 0 0 0 0 N/A,23;1;1;2;1;11;5;0;0;0;0,2,0,2,res_nr_split
24_le_deer.pdf,97,DB1231,Cwmu Buck Deer - Dove Creek - Any Legal Weapon Page 112,Totals 15 1 1 2 1 in 7.5 Totals 0 0 0 0 N/A,15;1;1;2;1;7;5;0;0;0;0,2,0,2,res_nr_split
24_le_deer.pdf,98,DB1232,Cwmu Buck Deer - Durst Mountain - Any Legal Weapon Page 113,Totals 35 1 1 2 1 in 17.5 Totals 0 0 0 0 N/A,35;1;1;2;1;17;5;0;0;0;0,2,0,2,res_nr_split
24_le_deer.pdf,99,DB1233,Cwmu Buck Deer - East Fork Chalk Creek - Any Legal Weapon Page 114,Totals 40 2 2 4 1 in 10.0 Totals 0 0 0 0 N/A,40;2;2;4;1;10;0;0;0;0;0,4,0,4,res_nr_split
24_le_deer.pdf,100,DB1234,Cwmu Buck Deer - East Zion - Any Legal Weapon Page 115,Totals 14 0 1 1 1 in 14.0 Totals 0 0 0 0 N/A,14;0;1;1;1;14;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,101,DB1236,Cwmu Buck Deer - Engineer Springs - Any Legal Weapon Page 116,Totals 20 0 1 1 1 in 20.0 Totals 0 0 0 0 N/A,20;0;1;1;1;20;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,102,DB1237,Cwmu Buck Deer - Ensign Ranches - Any Legal Weapon Page 117,Totals 131 2 1 3 1 in 43.7 Totals 0 0 0 0 N/A,131;2;1;3;1;43;7;0;0;0;0,3,0,3,res_nr_split
24_le_deer.pdf,103,DB1238,Cwmu Buck Deer - Folley Ridge - Any Legal Weapon Page 118,Totals 17 2 1 3 1 in 5.7 Totals 0 0 0 0 N/A,17;2;1;3;1;5;7;0;0;0;0,3,0,3,res_nr_split
24_le_deer.pdf,104,DB1239,Cwmu Buck Deer - Fort Ranch - Any Legal Weapon Page 119,Totals 12 0 1 1 1 in 12.0 Totals 0 0 0 0 N/A,12;0;1;1;1;12;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,105,DB1240,Cwmu Buck Deer - George Creek - Any Legal Weapon Page 120,Totals 9 0 1 1 1 in 9.0 Totals 0 0 0 0 N/A,9;0;1;1;1;9;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,106,DB1241,Cwmu Buck Deer - Golden Spike - Any Legal Weapon Page 121,Totals 20 0 1 1 1 in 20.0 Totals 0 0 0 0 N/A,20;0;1;1;1;20;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,107,DB1242,Cwmu Buck Deer - Grass Valley/clark Canyon - Any Legal Weapon Page 122,Totals 145 7 7 14 1 in 10.4 Totals 0 0 0 0 N/A,145;7;7;14;1;10;4;0;0;0;0,14,0,14,res_nr_split
24_le_deer.pdf,108,DB1243,Cwmu Buck Deer - Grazing Pasture - Any Legal Weapon Page 123,Totals 5 0 1 1 1 in 5.0 Totals 0 0 0 0 N/A,5;0;1;1;1;5;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,109,DB1244,Cwmu Buck Deer - Green Canyon - Any Legal Weapon Page 124,Totals 15 1 1 2 1 in 7.5 Totals 0 0 0 0 N/A,15;1;1;2;1;7;5;0;0;0;0,2,0,2,res_nr_split
24_le_deer.pdf,110,DB1245,Cwmu Buck Deer - Guildersleeve - Any Legal Weapon Page 125,Totals 25 0 1 1 1 in 25.0 Totals 0 0 0 0 N/A,25;0;1;1;1;25;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,111,DB1246,Cwmu Buck Deer - Hardscrabble - Any Legal Weapon Page 126,Totals 8 1 1 2 1 in 4.0 Totals 0 0 0 0 N/A,8;1;1;2;1;4;0;0;0;0;0,2,0,2,res_nr_split
24_le_deer.pdf,112,DB1248,Cwmu Buck Deer - Heaston East - Any Legal Weapon Page 127,Totals 108 1 1 2 1 in 54.0 Totals 0 0 0 0 N/A,108;1;1;2;1;54;0;0;0;0;0,2,0,2,res_nr_split
24_le_deer.pdf,113,DB1249,Cwmu Buck Deer - Hiawatha - Any Legal Weapon Page 128,Totals 8 0 1 1 1 in 8.0 Totals 0 0 0 0 N/A,8;0;1;1;1;8;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,114,DB1250,Cwmu Buck Deer - Indian Creek - Any Legal Weapon Page 129,Totals 6 0 1 1 1 in 6.0 Totals 0 0 0 0 N/A,6;0;1;1;1;6;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,115,DB1251,Cwmu Buck Deer - Indian Head - Any Legal Weapon Page 130,Totals 34 1 1 2 1 in 17.0 Totals 0 0 0 0 N/A,34;1;1;2;1;17;0;0;0;0;0,2,0,2,res_nr_split
24_le_deer.pdf,116,DB1252,Cwmu Buck Deer - Ingham Peak - Any Legal Weapon Page 131,Totals 24 2 1 3 1 in 8.0 Totals 0 0 0 0 N/A,24;2;1;3;1;8;0;0;0;0;0,3,0,3,res_nr_split
24_le_deer.pdf,117,DB1253,Cwmu Buck Deer - J.b. Ranch - Any Legal Weapon Page 132,Totals 33 1 1 2 1 in 16.5 Totals 0 0 0 0 N/A,33;1;1;2;1;16;5;0;0;0;0,2,0,2,res_nr_split
24_le_deer.pdf,118,DB1255,Cwmu Buck Deer - Johnson Mountain Ranch - Any Legal Weapon Page 133,Totals 11 0 1 1 1 in 11.0 Totals 0 0 0 0 N/A,11;0;1;1;1;11;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,119,DB1256,Cwmu Buck Deer - Junction Valley - Any Legal Weapon Page 134,Totals 42 3 2 5 1 in 8.4 Totals 0 0 0 0 N/A,42;3;2;5;1;8;4;0;0;0;0,5,0,5,res_nr_split
24_le_deer.pdf,120,DB1259,Cwmu Buck Deer - Tunnel Hollow - Any Legal Weapon Page 135,Totals 8 0 1 1 1 in 8.0 Totals 0 0 0 0 N/A,8;0;1;1;1;8;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,121,DB1260,Cwmu Buck Deer - Middle Ridge - Any Legal Weapon Page 136,Totals 7 1 1 2 1 in 3.5 Totals 0 0 0 0 N/A,7;1;1;2;1;3;5;0;0;0;0,2,0,2,res_nr_split
24_le_deer.pdf,122,DB1261,Cwmu Buck Deer - Minnie Maud Ridge - Any Legal Weapon Page 137,Totals 44 3 2 5 1 in 8.8 Totals 0 0 0 0 N/A,44;3;2;5;1;8;8;0;0;0;0,5,0,5,res_nr_split
24_le_deer.pdf,123,DB1263,Cwmu Buck Deer - Moon Ranch - Any Legal Weapon Page 138,Totals 4 0 1 1 1 in 4.0 Totals 0 0 0 0 N/A,4;0;1;1;1;4;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,124,DB1264,Cwmu Buck Deer - Mountain Meadow - Any Legal Weapon Page 139,Totals 2 0 1 1 1 in 2.0 Totals 0 0 0 0 N/A,2;0;1;1;1;2;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,125,DB1265,Cwmu Buck Deer - Mountain Top - Any Legal Weapon Page 140,Totals 7 1 1 2 1 in 3.5 Totals 0 0 0 0 N/A,7;1;1;2;1;3;5;0;0;0;0,2,0,2,res_nr_split
24_le_deer.pdf,126,DB1266,Cwmu Buck Deer - Mt Carmel - Any Legal Weapon Page 141,Totals 29 2 1 3 1 in 9.7 Totals 0 0 0 0 N/A,29;2;1;3;1;9;7;0;0;0;0,3,0,3,res_nr_split
24_le_deer.pdf,127,DB1269,Cwmu Buck Deer - North Promontory - Any Legal Weapon Page 142,Totals 26 0 1 1 1 in 26.0 Totals 0 0 0 0 N/A,26;0;1;1;1;26;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,128,DB1270,Cwmu Buck Deer - Nucor West - Any Legal Weapon Page 143,Totals 15 0 1 1 1 in 15.0 Totals 0 0 0 0 N/A,15;0;1;1;1;15;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,129,DB1271,Cwmu Buck Deer - Oak Ranch - Any Legal Weapon Page 144,Totals 5 2 1 3 1 in 1.7 Totals 0 0 0 0 N/A,5;2;1;3;1;1;7;0;0;0;0,3,0,3,res_nr_split
24_le_deer.pdf,130,DB1272,Cwmu Buck Deer - Old Woman Plateau - Any Legal Weapon Page 145,Totals 8 2 1 3 1 in 2.7 Totals 0 0 0 0 N/A,8;2;1;3;1;2;7;0;0;0;0,3,0,3,res_nr_split
24_le_deer.pdf,131,DB1273,Cwmu Buck Deer - Park Valley Hereford - Any Legal Weapon Page 146,Totals 15 3 2 5 1 in 3.0 Totals 0 0 0 0 N/A,15;3;2;5;1;3;0;0;0;0;0,5,0,5,res_nr_split
24_le_deer.pdf,132,DB1274,Cwmu Buck Deer - Patmos Ridge - Any Legal Weapon Page 147,Totals 10 0 1 1 1 in 10.0 Totals 0 0 0 0 N/A,10;0;1;1;1;10;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,133,DB1275,Cwmu Buck Deer - Pine Canyon - Any Legal Weapon Page 148,Totals 13 1 1 2 1 in 6.5 Totals 0 0 0 0 N/A,13;1;1;2;1;6;5;0;0;0;0,2,0,2,res_nr_split
24_le_deer.pdf,134,DB1276,Cwmu Buck Deer - Plymouth Peak - Any Legal Weapon Page 149,Totals 1 0 1 1 1 in 1.0 Totals 0 0 0 0 N/A,1;0;1;1;1;1;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,135,DB1277,Cwmu Buck Deer - Pocatello Valley - Any Legal Weapon Page 150,Totals 14 0 1 1 1 in 14.0 Totals 0 0 0 0 N/A,14;0;1;1;1;14;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,136,DB1279,Cwmu Buck Deer - Preston Nutter Ranch - Any Legal Weapon Page 151,Totals 66 0 1 1 1 in 66.0 Totals 0 0 0 0 N/A,66;0;1;1;1;66;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,137,DB1280,Cwmu Buck Deer - Promontory Point - Any Legal Weapon Page 152,Totals 35 0 1 1 1 in 35.0 Totals 0 0 0 0 N/A,35;0;1;1;1;35;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,138,DB1281,Cwmu Buck Deer - Rattlesnake Pass - Any Legal Weapon Page 153,Totals 36 2 1 3 1 in 12.0 Totals 0 0 0 0 N/A,36;2;1;3;1;12;0;0;0;0;0,3,0,3,res_nr_split
24_le_deer.pdf,139,DB1282,Cwmu Buck Deer - Redd Ranches - Any Legal Weapon Page 154,Totals 28 1 1 2 1 in 14.0 Totals 0 0 0 0 N/A,28;1;1;2;1;14;0;0;0;0;0,2,0,2,res_nr_split
24_le_deer.pdf,140,DB1283,Cwmu Buck Deer - Roan Cliffs - Any Legal Weapon Page 155,Totals 18 0 1 1 1 in 18.0 Totals 0 0 0 0 N/A,18;0;1;1;1;18;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,141,DB1285,Cwmu Buck Deer - Sand Creek - Any Legal Weapon Page 156,Totals 8 0 1 1 1 in 8.0 Totals 0 0 0 0 N/A,8;0;1;1;1;8;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,142,DB1286,Cwmu Buck Deer - Pisgah Mountain - Any Legal Weapon Page 157,Totals 16 1 1 2 1 in 8.0 Totals 0 0 0 0 N/A,16;1;1;2;1;8;0;0;0;0;0,2,0,2,res_nr_split
24_le_deer.pdf,143,DB1287,Cwmu Buck Deer - Scofield Canyons - Any Legal Weapon Page 158,Totals 21 0 1 1 1 in 21.0 Totals 0 0 0 0 N/A,21;0;1;1;1;21;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,144,DB1288,Cwmu Buck Deer - Scofield West - Any Legal Weapon Page 159,Totals 29 1 1 2 1 in 14.5 Totals 0 0 0 0 N/A,29;1;1;2;1;14;5;0;0;0;0,2,0,2,res_nr_split
24_le_deer.pdf,145,DB1289,Cwmu Buck Deer - Sharp Mountain - Any Legal Weapon Page 160,Totals 16 1 1 2 1 in 8.0 Totals 0 0 0 0 N/A,16;1;1;2;1;8;0;0;0;0;0,2,0,2,res_nr_split
24_le_deer.pdf,146,DB1290,Cwmu Buck Deer - Skull Crack - Any Legal Weapon Page 161,Totals 67 0 1 1 1 in 67.0 Totals 0 0 0 0 N/A,67;0;1;1;1;67;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,147,DB1291,Cwmu Buck Deer - Skull Valley South - Any Legal Weapon Page 162,Totals 11 0 1 1 1 in 11.0 Totals 0 0 0 0 N/A,11;0;1;1;1;11;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,148,DB1292,Cwmu Buck Deer - Soldier Summit - Any Legal Weapon Page 163,Totals 30 1 1 2 1 in 15.0 Totals 0 0 0 0 N/A,30;1;1;2;1;15;0;0;0;0;0,2,0,2,res_nr_split
24_le_deer.pdf,149,DB1293,Cwmu Buck Deer - South Canyon - Any Legal Weapon Page 164,Totals 18 1 1 2 1 in 9.0 Totals 0 0 0 0 N/A,18;1;1;2;1;9;0;0;0;0;0,2,0,2,res_nr_split
24_le_deer.pdf,150,DB1294,Cwmu Buck Deer - Spring Creek Acres - Any Legal Weapon Page 165,Totals 13 0 1 1 1 in 13.0 Totals 0 0 0 0 N/A,13;0;1;1;1;13;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,151,DB1295,Cwmu Buck Deer - Spring Creek/dodge - Any Legal Weapon Page 166,Totals 68 3 3 6 1 in 11.3 Totals 0 0 0 0 N/A,68;3;3;6;1;11;3;0;0;0;0,6,0,6,res_nr_split
24_le_deer.pdf,152,DB1298,Cwmu Buck Deer - Strawberry Ridge - Any Legal Weapon Page 167,Totals 12 0 1 1 1 in 12.0 Totals 0 0 0 0 N/A,12;0;1;1;1;12;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,153,DB1299,Cwmu Buck Deer - Summit Point - Any Legal Weapon Page 168,Totals 7 2 1 3 1 in 2.3 Totals 0 0 0 0 N/A,7;2;1;3;1;2;3;0;0;0;0,3,0,3,res_nr_split
24_le_deer.pdf,154,DB1300,Cwmu Buck Deer - Thatcher Mountain - Any Legal Weapon Page 169,Totals 50 0 1 1 1 in 50.0 Totals 0 0 0 0 N/A,50;0;1;1;1;50;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,155,DB1301,Cwmu Buck Deer - Three C - Any Legal Weapon Page 170,Totals 41 1 1 2 1 in 20.5 Totals 0 0 0 0 N/A,41;1;1;2;1;20;5;0;0;0;0,2,0,2,res_nr_split
24_le_deer.pdf,156,DB1303,Cwmu Buck Deer - North Peaks - Any Legal Weapon Page 171,Totals 8 0 1 1 1 in 8.0 Totals 0 0 0 0 N/A,8;0;1;1;1;8;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,157,DB1304,Cwmu Buck Deer - Two Bear - Any Legal Weapon Page 172,Totals 20 0 1 1 1 in 20.0 Totals 0 0 0 0 N/A,20;0;1;1;1;20;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,158,DB1305,Cwmu Buck Deer - Wallsburg - Any Legal Weapon Page 173,Totals 6 0 1 1 1 in 6.0 Totals 0 0 0 0 N/A,6;0;1;1;1;6;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,159,DB1306,Cwmu Buck Deer - Washakie - Any Legal Weapon Page 174,Totals 35 0 1 1 1 in 35.0 Totals 0 0 0 0 N/A,35;0;1;1;1;35;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,160,DB1308,Cwmu Buck Deer - West Hills - Any Legal Weapon Page 175,Totals 53 2 1 3 1 in 17.7 Totals 0 0 0 0 N/A,53;2;1;3;1;17;7;0;0;0;0,3,0,3,res_nr_split
24_le_deer.pdf,161,DB1309,Cwmu Buck Deer - West Willow Creek Ranch - Any Legal Weapon Page 176,Totals 94 2 2 4 1 in 23.5 Totals 0 0 0 0 N/A,94;2;2;4;1;23;5;0;0;0;0,4,0,4,res_nr_split
24_le_deer.pdf,162,DB1310,Cwmu Buck Deer - White's Valley - Any Legal Weapon Page 177,Totals 42 0 1 1 1 in 42.0 Totals 0 0 0 0 N/A,42;0;1;1;1;42;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,163,DB1312,Cwmu Buck Deer - Woodruff Creek South - Any Legal Weapon Page 178,Totals 3 0 1 1 1 in 3.0 Totals 0 0 0 0 N/A,3;0;1;1;1;3;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,164,DB1317,Cwmu Buck Deer - Jacob's Creek - Any Legal Weapon Page 179,Totals 2 0 1 1 1 in 2.0 Totals 0 0 0 0 N/A,2;0;1;1;1;2;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,165,DB1320,Cwmu Buck Deer - Deer Creek - Any Legal Weapon Page 180,Totals 1 0 1 1 1 in 1.0 Totals 0 0 0 0 N/A,1;0;1;1;1;1;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,166,DB1322,Cwmu Buck Deer - Pahvant Ensign - Any Legal Weapon Page 181,Totals 12 0 1 1 1 in 12.0 Totals 0 0 0 0 N/A,12;0;1;1;1;12;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,167,DB1324,Cwmu Buck Deer - Royal Ivory Outfitters - Any Legal Weapon Page 182,Totals 12 0 1 1 1 in 12.0 Totals 0 0 0 0 N/A,12;0;1;1;1;12;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,168,DB1325,Cwmu Buck Deer - Double Cone - Any Legal Weapon Page 183,Totals 5 0 1 1 1 in 5.0 Totals 0 0 0 0 N/A,5;0;1;1;1;5;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,169,DB1326,Cwmu Buck Deer - Rosette - Any Legal Weapon Page 184,Totals 6 0 1 1 1 in 6.0 Totals 0 0 0 0 N/A,6;0;1;1;1;6;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,170,DB1327,Cwmu Buck Deer - Mountain Sky Ranch - Any Legal Weapon Page 185,Totals 8 0 1 1 1 in 8.0 Totals 0 0 0 0 N/A,8;0;1;1;1;8;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,171,DB1328,Cwmu Buck Deer - Clear Creek - Any Legal Weapon Page 186,Totals 4 0 1 1 1 in 4.0 Totals 0 0 0 0 N/A,4;0;1;1;1;4;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,172,DB1330,Cwmu Buck Deer - Iron Spring - Any Legal Weapon Page 187,Totals 16 0 1 1 1 in 16.0 Totals 0 0 0 0 N/A,16;0;1;1;1;16;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,173,DB1331,Cwmu Buck Deer - Raft River - Any Legal Weapon Page 188,Totals 11 2 1 3 1 in 3.7 Totals 0 0 0 0 N/A,11;2;1;3;1;3;7;0;0;0;0,3,0,3,res_nr_split
24_le_deer.pdf,174,DB1332,Cwmu Buck Deer - West Ridge - Any Legal Weapon Page 189,Totals 23 3 2 5 1 in 4.6 Totals 0 0 0 0 N/A,23;3;2;5;1;4;6;0;0;0;0,5,0,5,res_nr_split
24_le_deer.pdf,175,DB1333,Cwmu Buck Deer - 5s - Any Legal Weapon Page 190,Totals 8 1 1 2 1 in 4.0 Totals 0 0 0 0 N/A,8;1;1;2;1;4;0;0;0;0;0,2,0,2,res_nr_split
24_le_deer.pdf,176,DB1334,Cwmu Cactus Buck Deer - Alton - Any Legal Weapon Page 191,Totals 9 0 1 1 1 in 9.0 Totals 0 0 0 0 N/A,9;0;1;1;1;9;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,177,DB1335,Cwmu Buck Deer - Big Piney Ranch - Any Legal Weapon Page 192,Totals 13 0 1 1 1 in 13.0 Totals 0 0 0 0 N/A,13;0;1;1;1;13;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,178,DB1336,Cwmu Buck Deer - First Light - Any Legal Weapon Page 193,Totals 5 0 1 1 1 in 5.0 Totals 0 0 0 0 N/A,5;0;1;1;1;5;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,179,DB1337,Cwmu Buck Deer - Little Pole Canyon - Any Legal Weapon Page 194,Totals 14 0 1 1 1 in 14.0 Totals 0 0 0 0 N/A,14;0;1;1;1;14;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,180,DB1338,Cwmu Buck Deer - Sweetwater - Any Legal Weapon Page 195,Totals 10 0 1 1 1 in 10.0 Totals 0 0 0 0 N/A,10;0;1;1;1;10;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,181,DB1341,Cwmu Buck Deer - Dry Creek - Any Legal Weapon Page 196,Totals 13 0 1 1 1 in 13.0 Totals 0 0 0 0 N/A,13;0;1;1;1;13;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,182,DB1342,Cwmu Buck Deer - Faust Valley - Any Legal Weapon Page 197,Totals 13 0 1 1 1 in 13.0 Totals 0 0 0 0 N/A,13;0;1;1;1;13;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,183,DB1343,Cwmu Buck Deer - Red Iron - Any Legal Weapon Page 198,Totals 15 0 1 1 1 in 15.0 Totals 0 0 0 0 N/A,15;0;1;1;1;15;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,184,DB1344,Cwmu Buck Deer - Salt Wells - Any Legal Weapon Page 199,Totals 4 0 1 1 1 in 4.0 Totals 0 0 0 0 N/A,4;0;1;1;1;4;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,185,DB1345,Cwmu Buck Deer - Diamond Mountain - Any Legal Weapon Page 200,Totals 24 0 1 1 1 in 24.0 Totals 0 0 0 0 N/A,24;0;1;1;1;24;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,186,DB1347,Cwmu Buck Deer - The Rose Of Snowville - Any Legal Weapon Page 201,Totals 10 1 1 2 1 in 5.0 Totals 0 0 0 0 N/A,10;1;1;2;1;5;0;0;0;0;0,2,0,2,res_nr_split
24_le_deer.pdf,187,DB1348,Cwmu Buck Deer - Kimberly - Any Legal Weapon Page 202,Totals 3 0 1 1 1 in 3.0 Totals 0 0 0 0 N/A,3;0;1;1;1;3;0;0;0;0;0,1,0,1,res_nr_split
24_le_deer.pdf,188,DB1349,Cwmu Buck Deer - Weber Florence Creek/stillman Creek - Any Legal Weapon Page 203,Totals 69 5 4 9 1 in 7.7 Totals 0 0 0 0 N/A,69;5;4;9;1;7;7;0;0;0;0,9,0,9,res_nr_split
24_le_pronghorn.pdf,2,PB5000,Limited-entry Archery Buck Pronghorn - Beaver - Archery Page 483,Totals 25 5 4 9 1 in 2.8 Totals 44 0 1 1 1 in 44.0,25;5;4;9;1;2;8;44;0;1;1;1;44;0,9,44,53,res_nr_split
24_le_pronghorn.pdf,3,PB5001,"Limited-entry Archery Buck Pronghorn - Book Cliffs, Bitter Creek - Archery Page 484",Totals 18 6 6 12 1 in 1.5 Totals 11 0 1 1 1 in 11.0,18;6;6;12;1;1;5;11;0;1;1;1;11;0,12,11,23,res_nr_split
24_le_pronghorn.pdf,4,PB5002,"Limited-entry Archery Buck Pronghorn - Book Cliffs, South - Archery Page 485",Totals 10 4 3 7 1 in 1.4 Totals 56 0 1 1 1 in 56.0,10;4;3;7;1;1;4;56;0;1;1;1;56;0,7,56,63,res_nr_split
24_le_pronghorn.pdf,5,PB5003,"Limited-entry Archery Buck Pronghorn - Box Elder, Promontory - Archery Page 486",Totals 4 0 4 4 1 in 1.0 Totals 0 0 0 0 N/A,4;0;4;4;1;1;0;0;0;0;0,4,0,4,res_nr_split
24_le_pronghorn.pdf,6,PB5004,"Limited-entry Archery Buck Pronghorn - Box Elder, Puddle Valley - Archery Page 487",Totals 18 2 1 3 1 in 6.0 Totals 6 0 1 1 1 in 6.0,18;2;1;3;1;6;0;6;0;1;1;1;6;0,3,6,9,res_nr_split
24_le_pronghorn.pdf,7,PB5005,"Limited-entry Archery Buck Pronghorn - Box Elder, Snowville - Archery Page 488",Totals 15 4 4 8 1 in 1.9 Totals 9 0 1 1 1 in 9.0,15;4;4;8;1;1;9;9;0;1;1;1;9;0,8,9,17,res_nr_split
24_le_pronghorn.pdf,8,PB5006,"Limited-entry Archery Buck Pronghorn - Box Elder, West - Archery Page 489",Totals 14 4 5 9 1 in 1.6 Totals 10 0 1 1 1 in 10.0,14;4;5;9;1;1;6;10;0;1;1;1;10;0,9,10,19,res_nr_split
24_le_pronghorn.pdf,9,PB5008,"Limited-entry Archery Buck Pronghorn - Fillmore, Oak Creek South - Archery Page 490",Totals 36 6 5 11 1 in 3.3 Totals 16 0 1 1 1 in 16.0,36;6;5;11;1;3;3;16;0;1;1;1;16;0,11,16,27,res_nr_split
24_le_pronghorn.pdf,10,PB5009,"Limited-entry Archery Buck Pronghorn - La Sal, Potash/south Cisco - Archery Page 491",Totals 19 3 2 5 1 in 3.8 Totals 0 0 0 0 N/A,19;3;2;5;1;3;8;0;0;0;0,5,0,5,res_nr_split
24_le_pronghorn.pdf,11,PB5011,"Limited-entry Archery Buck Pronghorn - Nine Mile, Anthro-myton Bench - Archery Page 492",Totals 53 13 13 26 1 in 2.0 Totals 42 2 1 3 1 in 14.0,53;13;13;26;1;2;0;42;2;1;3;1;14;0,26,42,68,res_nr_split
24_le_pronghorn.pdf,12,PB5012,"Limited-entry Archery Buck Pronghorn - North Slope, Three Corners/west Daggett - Archery Page 493",Totals 19 6 5 11 1 in 1.7 Totals 19 0 1 1 1 in 19.0,19;6;5;11;1;1;7;19;0;1;1;1;19;0,11,19,30,res_nr_split
24_le_pronghorn.pdf,13,PB5013,Limited-entry Archery Buck Pronghorn - Pine Valley - Archery Page 494,Totals 16 3 3 6 1 in 2.7 Totals 6 0 1 1 1 in 6.0,16;3;3;6;1;2;7;6;0;1;1;1;6;0,6,6,12,res_nr_split
24_le_pronghorn.pdf,14,PB5015,"Limited-entry Archery Buck Pronghorn - San Rafael, North - Archery Page 495",Totals 72 9 9 18 1 in 4.0 Totals 100 1 1 2 1 in 50.0,72;9;9;18;1;4;0;100;1;1;2;1;50;0,18,100,118,res_nr_split
24_le_pronghorn.pdf,15,PB5016,Limited-entry Archery Buck Pronghorn - Diamond Mtn/bonanza - Archery Page 496,Totals 49 9 8 17 1 in 2.9 Totals 27 1 1 2 1 in 13.5,49;9;8;17;1;2;9;27;1;1;2;1;13;5,17,27,44,res_nr_split
24_le_pronghorn.pdf,16,PB5017,Limited-entry Archery Buck Pronghorn - Vernal - Archery Page 497,Totals 48 9 9 18 1 in 2.7 Totals 26 1 1 2 1 in 13.0,48;9;9;18;1;2;7;26;1;1;2;1;13;0,18,26,44,res_nr_split
