source_file,source_sha256,folder_year,publish_year,inferred_year,reported_hunt_year_inferred,model_target_year,year_inference_method,year_confidence,source_class,report_type,quality_engine_use,draw_engine_use,extraction_priority,extraction_strategy,confidence,reason
pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/11339B18__2018-kaiparowits.pdf,e994afa9a1afab09b5278b95b9b301b42ad62cca48a0d1bd093e6e6571bb1416,2018,2018,2018,2018,2019,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/17C7BBEA__2018-zion.pdf,b0bb5ffdc881e4f4f6b7986be43eb41c4e652cb20dfce106d9699d7aa0441d5a,2018,2018,2018,2018,2019,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/2BBB0C1A__2018-north-slope-red-canyon.pdf,a43d4634aa6d207b5af4126b0acda93bcf6b48f93efc9796830c63f4aabacdfc,2018,2018,2018,2018,2019,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/2DC08B69__2018-north-slope-sheep-creek.pdf,fbc5e404d72977a3001d40142c63be4f4a84d9726d6459fad6caf466fc32dcba,2018,2018,2018,2018,2019,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/39C8D045__2018-north-slope-bare-top.pdf,77ff2129c3886407de6200c83f1e9f9683281e8bf123de8034977dee735c7099,2018,2018,2018,2018,2019,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/5362D4A1__2018-san-rafael-south.pdf,f2d9e24b0f1383f08378c2f62538ebc395abe9cb185e1b68f6dafae98c5d39ee,2018,2018,2018,2018,2019,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/58B665E2__2018-wasatch-west.pdf,b237e56ce20f4890c60eb8c620fbb15db49d12f75be116f5d2b632d4e0309855,2018,2018,2018,2018,2019,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/714AD5F1__2018-north-slope-hoop-lake.pdf,94f941123ffa2ca65b38dc64bf2ff3321d5d4df42ccc4a6803028ae7748d186d,2018,2018,2018,2018,2019,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/998F5948__2018-harvest-data.pdf,706d31a020c0031c201b237409027b7725334b16b1b18726bac91e5cfcc76ac1,2018,2018,2018,2018,2019,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/9AA76DD4__2018-central-mtns-nebo.pdf,013be1e40ae9e0bdc83f94adfca5dd1069b9c3b458f8bf3160f1364fcb0941e7,2018,2018,2018,2018,2019,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/9F5340DF__2018-north-slope-goslin.pdf,234771b17470c13e2c5e9d2724a5e2e430ee88a0db3725127b90180f66977c8b,2018,2018,2018,2018,2019,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/ECDA0F1D__2018_le_oial_hr.pdf,c368bb2ed985e0c9725129f6c726cb227fe7c2ed0e21fc1c2fdd850fea7a7292,2018,2018,2018,2018,2019,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/F157C927__2018-san-rafael-north.pdf,c376a4ef89245b6a02b44a17cd733be5646b22583aa6d063974270a516fb8e89,2018,2018,2018,2018,2019,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/F3F82840__2018_gs_deer_hr.pdf,bf3f4786524b6fc95ca3e928a3c9cc9d78205f201de20c671c9aa2d83d13d8dc,2018,2018,2018,2018,2019,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/F5CE0D15__2018_antlerless_hr.pdf,5b40fa191573b2c7a8c3e698eb28f2598017742c8581b9086ccd03db60e5ab9e,2018,2018,2018,2018,2019,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2019/pdf/harvest_report/21F05C54__2019-nine-mile-range-creek.pdf,883dad7545048b1b0e4e1457aefb722a3582a4449ca75dc7feb4a623db193fe2,2019,2019,2019,2019,2020,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2019/pdf/harvest_report/494E8D81__2019_antlerless_hr.pdf,42aaea4a3d72502a65b07d7044337bb3e41b84b4f9c1f87459c607f17a8b895f,2019,2019,2019,2019,2020,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2019/pdf/harvest_report/4B03444B__2019-book-cliffs-rattlesnake.pdf,82ceec3dc9419f399829d554f48f811cd443fdffc54fbb31ab7fc2938746456c,2019,2019,2019,2019,2020,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2019/pdf/harvest_report/53131416__2019-oquirrh-stansbury.pdf,699c1afd79eaf29985c0a6a006d433a35086d0b37cc2398b5790309ab5057731,2019,2019,2019,2019,2020,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2019/pdf/harvest_report/9AB7DD4C__2019-san-juan-north.pdf,f194f8c79eb07d2b3edcd1e7f5531c47be890c2219fb51664e2bdb5538c3b8d7,2019,2019,2019,2019,2020,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2019/pdf/harvest_report/AF2F3783__2019-san-rafael-dirty-devil.pdf,050ed3afd20c7462c0cf0d5ab6d9788df199ce364e35ee1c6cb4a2a131cf26cf,2019,2019,2019,2019,2020,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2019/pdf/harvest_report/CB027DE6__2019-henry-mountains.pdf,d9764fd8578c721a8ba4c9b34eba950807f302e6bb72c957f22015589ea3bb0e,2019,2019,2019,2019,2020,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2019/pdf/harvest_report/D0579D88__2019-harvest-data.pdf,7923fe17212ac63159e6015d002a181c2d76d442922d038da32ede6202444916,2019,2019,2019,2019,2020,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2019/pdf/harvest_report/E3B82D73__2019_gs_deer_hr.pdf,1b51cf58ae0aae011836e0759bc503da6ddf044c8524fe2f69bfea0e9a29522d,2019,2019,2019,2019,2020,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2019/pdf/harvest_report/F4D5A08B__2019-box-elder-newfoundland.pdf,8db03541d516ecf317b397098f62f173834ea18dbb3202b3d64cf82b786be6bf,2019,2019,2019,2019,2020,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2019/pdf/harvest_report/F64065F0__2019-fillmore-oak-creek.pdf,b470e2f90f32b4e6fab388a6b76ae25f2a237f2f61f9a72a30a59822814c3ae9,2019,2019,2019,2019,2020,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2019/pdf/harvest_report/F9A1C29D__2019_le_oial_all.pdf,e3a994ebda7026af38fc22691034a0efc0ecab21f923a79921846d8c95312796,2019,2019,2019,2019,2020,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2019/pdf/harvest_report/FF6C99FD__2019-pine-valley.pdf,12a10239bbe6f8cbe9baa177cf6263704d82c858f0e057e0813f95cae2479c24,2019,2019,2019,2019,2020,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2020/pdf/draw_odds/5213601e__turkey_2020_turkey_bonus_points_draw_results.pdf,da4a587f233baa1e15eedfe57ccec92b8fb53011e9b9a58a357431325e7a2d10,2020,2020,2020,2020,2021,FILENAME,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2020/pdf/draw_odds/68991b97__turkey_2020_youth_turkey_draw_results.pdf,54fd5fec03839d0fb8931596aa1299de18d87ad0fbadc2d7ba4279664d59f7d3,2020,2020,2020,2020,2021,FILENAME,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2020/pdf/draw_odds/dff7fc92__cougar_Drawing odds.pdf,ef23cd88492b9f1093909f2e1b1df69d9c057bc175b3768c1aa9fc1f565715cd,2020,2020,2020,2020,2021,FOLDER_ONLY,LOW,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/0461C97A__2020_le_oial_all.pdf,33b7071b5af63f0b6c0c027b0be3a294eac2667648feeb79ee55a1d7e25c9cfa,2020,2020,2020,2020,2021,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/0B112A6A__2020_antlerless_hr.pdf,8600b92f638ae176e3836db97c40c607db22cc1fc311fbef5ccefa3616f0976f,2020,2020,2020,2020,2021,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020A1B2__conservation_permit_report_2023.pdf,5500159728d67e84e360f360807594c8cc3ff26542443bf295a634e648fac0e0,2020,2020,2020,2023,2024,CONFLICT,HIGH,permit_data,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/3D2221CC__2020-central-mtns-nebo.pdf,b019b976d68a0bb03a7f379f842f2134cac902d7a0959bbf93712e5bfa8a401c,2020,2020,2020,2020,2021,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/4C032162__2020-harvest-data.pdf,9c144c4fe3469ea827483b187a2886aef1ba20a9499099b1abfd3b3dae4f43f8,2020,2020,2020,2020,2021,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/71A9E811__2020-north-slope-red-canyon.pdf,bce16b73d1449c8b2adb86b571f3c5c1c0c7029ba903265cd72576eb68695b8b,2020,2020,2020,2020,2021,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/847a57a8__mixed_2020-21.pdf,9b1f1738aa9f75adf61b7efde7a992fc26bff16c1a11aa3d8373e05d2fa32eb6,2020,2020,2020,2020,2021,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/8D421406__2020_gs_buck_deer_hr.pdf,97e4da029a3070bcf60478c07090064e392f43cfc00c3ad35e5d9864eb06a062,2020,2020,2020,2020,2021,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/8EA9424D__2020-la-sal-potash.pdf,2461cd3fd8819cf08314c3e87456444ad29c6a2c59294251a2a2f8537a108dc9,2020,2020,2020,2020,2021,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/97AF213E__2020-north-slope-goslin-mtn.pdf,316d847dcc8d7beeeb2ee95bfe3856f0a8f969b943d6874a5db33bc26463dc0d,2020,2020,2020,2020,2021,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/a34306f2__bear_2020.pdf,f8b683d6fd62d3144bcfda67db69ae9b5838ac02a4ae7f82a387e35d71b17760,2020,2020,2020,2020,2021,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/a7d1d7ba__cougar_2020.pdf,43ed751e561a1c70c2032c5895873b69bf2287a3b3da1c4566bf3f7fa4da93e5,2020,2020,2020,2020,2021,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/ABA2F9C3__2020-san-juan-north.pdf,56c7170bb2180ea6410ac3aa56c2b16eb695c967f8bb93bbba7e6292a6217d75,2020,2020,2020,2020,2021,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/AD0B9A6E__2020-kaiparowits-escalante.pdf,a7665594fcae568c897a8f9694f8d18293bf43e6ff9bccfc913b42c34211aa0a,2020,2020,2020,2020,2021,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/AEF83DEF__2020-wasatch-mtns-west.pdf,bdbaed16f009b6cc3a0692bbfd86197e5cda63b037eb55fcd7dc6f50bab0372f,2020,2020,2020,2020,2021,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/C939DB7B__2020-north-slope-bare-top.pdf,036a315cc88fe2bce2f1657303e21eef32cda41cadcd97ba7748663a6a271120,2020,2020,2020,2020,2021,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/D4C661D9__2020-san-juan-south.pdf,5509df3880d5df3d36bd15af8dc47409a62598eb4668ef564582483f93bb4652,2020,2020,2020,2020,2021,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/DED44DA9__2020-san-juan-river.pdf,b5769ff7ecdfd88e832363d47f686a35f008c791ab6729a5f3f3108092f89da5,2020,2020,2020,2020,2021,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/EC6B4470__2020-san-juan-lockhart.pdf,cf4d6a78cb959bce5e08be5bfbc048257e3d05cc69a47002dea7dfea9210580b,2020,2020,2020,2020,2021,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/F30B053D__2020-north-slope-sheep-creek.pdf,6f03f9e6d108b574934f80d89a15126ef0fdf8a6c42366fef8620569d6832efe,2020,2020,2020,2020,2021,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/20-21_sportsman_odds.pdf,3c4056bbd3952a4dfb6ce80326f94a58bba0d2262ff4cc008b613c76c50d4b15,2021,2021,2021,2020,2021,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/20_antlerless_drawing_odds_report.pdf,2efb7b6dcb5c2ef996feddf442ea7f2ba15f42b168c85e371843512564dc7d04,2021,2021,2021,2020,2021,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/20_bg-odds.pdf,707d2e7f874e784dcc9076cafc61e339317eed4ae86466cb8516cc0eeabbeaef,2021,2021,2021,2020,2021,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/20_deer_odds.pdf,3172d5b67a5385346a28f713b90f1d37698eb2a3ca0d99bf9f796e2ce3164a68,2021,2021,2021,2020,2021,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/20_dh_odds.pdf,a4467e998c6baa97722784dd1fdbc9e5e82dbec2ea972ccb37397e9460142771,2021,2021,2021,2020,2021,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/20_drawing_odds.pdf,6a9aadf664bc7383fbd8b371e280d895cadae32a8fd29dd6ee1e143222d89ea6,2021,2021,2021,2020,2021,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/20_lifetime_deer.pdf,e21172f8e14bf73fea1907a0af99f8cb8b3e8a27926f7a1814cef838b4f17a08,2021,2021,2021,2020,2021,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/20_youth_antlerless_drawing_odds_report.pdf,f88f0b41e96cfcbf758a8661eaa65847e844202f8097a63ca061b40c0bc4c6a2,2021,2021,2021,2020,2021,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/20_youth_bull_elk.pdf,2a7590e1caab9640764a26e9af2f71cc0519d71c98889352713af98b08ce0367,2021,2021,2021,2020,2021,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/20_youth_deer.pdf,ceac587ed5dd11fc547e98c6ed3f68692cfa4f04e911eed3362fb548eded769b,2021,2021,2021,2020,2021,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/20_youth_dh_odds.pdf,830174af465b1b07dbf734f06205d5abbcdd63ad7e6383a764caf98f2cea344b,2021,2021,2021,2020,2021,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/3deb930b__turkey_2021_youth_turkey_draw_results.pdf,3d1ee00b6c14f0204b025a963f90cf30f4712e888814907c9c8738e42886df8c,2021,2021,2021,2021,2022,FILENAME,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/80165f60__cougar_Drawing odds.pdf,67c960e2cf7750f0f42cf771f9f6ee56b3d66438a9ab1347751a1a17961432ca,2021,2021,2021,2021,2022,FOLDER_ONLY,LOW,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/897696d1__Youth antlerless big game draw results.pdf,b8dbb516e97fb2acbad1dec86197f47e9b37e616d856cea576ded8eb16f59a73,2021,2021,2021,2021,2022,FOLDER_ONLY,LOW,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/b4710a7f__black_bear_21_drawing_odds.pdf,286602b4504003ff871a9560092b94842e0df06f662c30bbeefc67db9149bc3b,2021,2021,2021,2021,2022,FILENAME,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/baa2fb5d__turkey_2021_turkey_bonus_points_draw_results.pdf,05bbf1a79d5148b454faeee707919b62b6771a3bdf30f5b90f9916b41661bba3,2021,2021,2021,2021,2022,FILENAME,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2021/pdf/draw_odds/ea19f723__Antlerless big game draw results.pdf,a701e8c4c410c76b6588bdf856ec9d096e6d9661f3588824cd4a62728eb613da,2021,2021,2021,2019,2020,CONFLICT,HIGH,draw_results,permit_or_draw_related,NO,YES,HIGH,structured_table,HIGH,meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/03E16E00__2021-north-slope-red-canyon.pdf,6d73501e1f206709f2ba8dc3678c74c81e455de974be27a89bdf5b33024c2fa8,2021,2021,2021,2021,2022,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/043E31A3__2021-north-slope-bare-top.pdf,60d6079ecb54fc0f1c14dea90e0ab3a35f7c09fcf18325d511b1bbbbebf52b8f,2021,2021,2021,2021,2022,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/1AAF42C7__2021-san-rafael-north.pdf,c60c8caf010bdf8420459d8368520155ce5388adf633625e83ea4ff098395ad2,2021,2021,2021,2021,2022,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/20_bg_report.pdf,0b3ac314f67bcd229c2a67fc8cd99b5342d522de51aa5addb1b76267421a1db4,2021,2021,2021,2020,2021,CONFLICT,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage | YEAR_CONFLICT
pipeline/RAW/hunt_unit_database/2021/pdf/harvest_report/2795C467__2021_gs_buck_deer_hr.pdf,1c34a51eed56a54363a32bc2e9514902b4ed61396ec3099846e2bd846c80d1bf,2021,2021,2021,2021,2022,FILENAME,HIGH,harvest_results,harvest_result,YES,NO,HIGH,structured_table,HIGH,canonical copy selected for duplicate sha256 set | meets promotion criteria for current inventory stage
