source_file,source_sha256,pdf_page,printed_page,line_number,text
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,2,37,54,"37 Season dates, bag limits"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,2,,55,Southern Region
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,2,,56,and hunt areas
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,2,,57,1470 N Airport Road
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,2,,58,"Cedar City, UT 84721 45 Shooting hours"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,2,,59,435-865-6100
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,2,48,60,48 Species identifcation
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,2,57,61,57 Turkey age
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,2,,62,Washington County Field Ofce
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,2,,63,451 N SR-318 58 Defnitions
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,2,,64,"Hurricane, UT 84737 62 Quick-reference calendar"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,2,,65,435-879-8694
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,2,,66,On the cover: A white-tailed ptarmigan pauses
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,2,,67,while crossing a rock feld in northeastern Utah.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,3,1,3
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,2,2024-25
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,4,UTAH
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,5,UPLAND
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,6,GAME
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,7,AND
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,8,TURKEY
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,9,GUIDEBOOK
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,10,wildlife.utah.gov
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,11,WHAT'S NEW? KNOW THE LAWS
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,12,This guidebook summarizes Utah's upland
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,13,"Apply for crane, grouse and tundra swan"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,14,game and turkey hunting laws and rules.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,15,"hunts: You can apply for greater sage-grouse,"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,16,Although the guidebook is a convenient quick-
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,17,"sandhill crane, sharp-tailed grouse and tundra swan"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,18,"reference document for these regulations, it is"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,19,permits in the same hunt drawing. The application
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,20,not an all-encompassing resource.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,21,"period runs from July 3-17, 2024. To learn more, see"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,22,For an in-depth look at the state's upland
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,23,page 11.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,24,"game and turkey hunting laws and rules, visit"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,25,Hunt drawing for spring turkey permits: If wildlife.utah.gov/rules.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,26,you hope to hunt turkey on a limited-entry unit or You can use the references in the guide-
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,27,"CWMU in 2025, the application period runs from book-such as Utah Code § 23A-5-309 and"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,28,"Dec. 12-27, 2024. See Types of turkey permits on Utah Administrative Rule R657-6-4-to search"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,29,page 16 for more information. the Division's website for the detailed statute or
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,30,rule that underpins the guidebook summary.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,31,Download guidebooks and more to your If you have questions about a particular
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,32,"DWR mobile app: You can now download Utah's rule, call or visit the nearest Division ofce."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,33,hunting and fshing guidebooks using your Utah
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,34,Who makes the rules?
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,35,"DWR mobile app. The app makes it easy to read,"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,36,search and navigate this guidebook and others. You The Utah Wildlife Board passes the rules
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,37,"can keep your hunting or combo license, HIP number summarized in this guidebook."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,38,"and any DWR course completion certifcates on the There are seven board members, and each"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,39,"app, too. Learn more about the app and download it serves a six-year term. Appointed by the"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,40,"at wildlife.utah.gov/mobileapp. Note: You must still governor, board members are not Division"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,41,carry any printed permit with you in the feld. employees.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,42,The Division's director serves as the board's
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,43,Brief WMA closures for sponsored pheas-executive secretary but does not have a vote on
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,44,ant hunts: Some wildlife management areas are wildlife policies.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,45,"closed to the general public each year for sponsored, Before board members make changes to"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,46,organized youth and beginner pheasant hunts.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,47,"wildlife rules, they listen to recommendations"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,48,Closures this year:
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,49,from Division biologists. They also receive input
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,50,Oct. 26-Huntington Game Farm (until 3 p.m.)
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,51,from the public and various interest groups via
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,52,"Nov. 9-Annabella, Pahvant, Pine Canyon"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,53,the regional advisory council (RAC) process.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,54,Conservation (also known as Carr Fork) and part
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,55,If you have feedback or suggestions for
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,56,of the Ogden Bay WMA.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,57,"board members, you can fnd their contact"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,58,See wildlife.utah.gov/uplandyouth later this sum-
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/2024-25_upland_turkey.pdf,5d6af291900a3c790c1673ad0e520d38d2ddc0ddbb2392f67426b1a45bc2e8a3,3,,59,information online at wildlife.utah.gov.
