source_file,pdf_page_number,printed_page,line_number_on_pdf_page,token_type,token,line_text
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,16,number_or_money,10,10 Permit sales dates
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,17,number_or_money,8,"Offices are open 8 a.m.-5 p.m.,"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,17,number_or_money,5,"Offices are open 8 a.m.-5 p.m.,"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,18,number_or_money,11,11 Changes to trail camera
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,21,number_or_money,13,Salt Lake City 13 Gathering shed antlers or horns
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,22,number_or_money,1594,"1594 W North Temple 14 License, permit and program fees"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,22,number_or_money,14,"1594 W North Temple 14 License, permit and program fees"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,23,number_or_money,146301,Box 146301 16 Basic requirements
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,23,number_or_money,16,Box 146301 16 Basic requirements
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,24,number_or_money,84114,"Salt Lake City, UT 84114-6301"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,24,number_or_money,6301,"Salt Lake City, UT 84114-6301"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,25,number_or_money,16,16 Utah's Trial Hunting Program
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,26,code_citation,801-538-4700,801-538-4700
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,26,number_or_money,801,801-538-4700
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,26,number_or_money,538,801-538-4700
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,26,number_or_money,4700,801-538-4700
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,27,number_or_money,17,17 Carry your permit
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,28,number_or_money,18,18 Prepare to apply
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,30,number_or_money,1115,1115 N Main Street 19 Review the hunt tables
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,30,number_or_money,19,1115 N Main Street 19 Review the hunt tables
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,31,number_or_money,84663,"Springville, UT 84663 19 See maps and boundaries online"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,31,number_or_money,19,"Springville, UT 84663 19 See maps and boundaries online"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,32,code_citation,801-491-5678,801-491-5678 19 Obtain permission to hunt
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,32,number_or_money,801,801-491-5678 19 Obtain permission to hunt
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,32,number_or_money,491,801-491-5678 19 Obtain permission to hunt
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,32,number_or_money,5678,801-491-5678 19 Obtain permission to hunt
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,32,number_or_money,19,801-491-5678 19 Obtain permission to hunt
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,35,number_or_money,19,19 Understand the drawing order
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,36,number_or_money,318,318 N Vernal Avenue
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,37,number_or_money,20,20 Why bonus points matter
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,38,number_or_money,84078,"Vernal, UT 84078"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,39,number_or_money,21,21 Why preference points matter
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,40,code_citation,435-781-9453,435-781-9453
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,40,number_or_money,435,435-781-9453
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,40,number_or_money,781,435-781-9453
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,40,number_or_money,9453,435-781-9453
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,41,number_or_money,22,22 Multi-season hunts for
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,43,number_or_money,515,515 E 5300 S 23 Obtain up to three elk permits
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,43,number_or_money,5300,515 E 5300 S 23 Obtain up to three elk permits
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,43,number_or_money,23,515 E 5300 S 23 Obtain up to three elk permits
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,44,number_or_money,84405,"Ogden, UT 84405"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,45,number_or_money,24,24 Mandatory reporting
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,46,code_citation,801-476-2740,801-476-2740
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,46,number_or_money,801,801-476-2740
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,46,number_or_money,476,801-476-2740
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,46,number_or_money,2740,801-476-2740
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,47,number_or_money,24,24 Hunts with special circumstances
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,48,number_or_money,28,28 Apply for big game permits
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,50,number_or_money,319,"319 N Carbonville Road, Ste A 30 After you apply"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,50,number_or_money,30,"319 N Carbonville Road, Ste A 30 After you apply"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,51,number_or_money,84501,"Price, UT 84501 33 Dedicated Hunter Program"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,51,number_or_money,33,"Price, UT 84501 33 Dedicated Hunter Program"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,52,code_citation,435-613-3700,435-613-3700 34 Opportunities for young hunters
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,52,number_or_money,435,435-613-3700 34 Opportunities for young hunters
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,52,number_or_money,613,435-613-3700 34 Opportunities for young hunters
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,52,number_or_money,3700,435-613-3700 34 Opportunities for young hunters
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,52,number_or_money,34,435-613-3700 34 Opportunities for young hunters
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,53,number_or_money,36,36 Hunt maps
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,55,number_or_money,42,42 Hunt tables
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,56,number_or_money,1470,1470 N Airport Road
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,57,number_or_money,68,68 CWMU hunts
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,58,number_or_money,84721,"Cedar City, UT 84721"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,59,number_or_money,78,78 Definitions
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,60,code_citation,435-865-6100,435-865-6100
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,60,number_or_money,435,435-865-6100
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,60,number_or_money,865,435-865-6100
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,60,number_or_money,6100,435-865-6100
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,63,number_or_money,451,451 N SR-318
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,63,number_or_money,318,451 N SR-318
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,65,number_or_money,84737,"Hurricane, UT 84737"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,66,code_citation,435-879-8694,435-879-8694 by Jim Shuler.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,66,number_or_money,435,435-879-8694 by Jim Shuler.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,66,number_or_money,879,435-879-8694 by Jim Shuler.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,2,2,66,number_or_money,8694,435-879-8694 by Jim Shuler.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,6,number_or_money,2023,2023
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,9,number_or_money,2023,This guidebook-along with the 2023
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,11,number_or_money,2023,2023 big game hunts from March 23 to April Utah Big Game Field Regulations Guidebook
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,11,number_or_money,23,2023 big game hunts from March 23 to April Utah Big Game Field Regulations Guidebook
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,12,number_or_money,27,"27, 2023. The results of the big game drawing (available in June 2023)-summarizes the"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,12,number_or_money,2023,"27, 2023. The results of the big game drawing (available in June 2023)-summarizes the"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,13,date,"May 31, 2023","will be available on May 31, 2023. For addi- rules and laws that regulate big game hunting"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,13,number_or_money,31,"will be available on May 31, 2023. For addi- rules and laws that regulate big game hunting"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,13,number_or_money,2023,"will be available on May 31, 2023. For addi- rules and laws that regulate big game hunting"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,14,number_or_money,29,"tional details, see page 29. in Utah. Although these books are convenient"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,20,number_or_money,10,"permit sales dates, see the table on page 10."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,26,code_citation,R657-5-24,book-such as Utah Admin. Rule R657-5-24
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,26,number_or_money,5,book-such as Utah Admin. Rule R657-5-24
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,26,number_or_money,24,book-such as Utah Admin. Rule R657-5-24
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,27,number_or_money,11,ing the application period (before 11 p.m. MDT
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,28,code_citation,23-20-25,and Utah Code § 23-20-25-to search the
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,28,number_or_money,23,and Utah Code § 23-20-25-to search the
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,28,number_or_money,20,and Utah Code § 23-20-25-to search the
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,28,number_or_money,25,and Utah Code § 23-20-25-to search the
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,29,number_or_money,27,"on April 27, 2023). You will not be charged"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,29,number_or_money,2023,"on April 27, 2023). You will not be charged"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,35,number_or_money,28,page 28 for more information.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,56,date,"Oct. 7-13, 2023","Oct. 7-13, 2023 (capped at 15,000 the regional advisory council (RAC) process."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,56,number_or_money,7,"Oct. 7-13, 2023 (capped at 15,000 the regional advisory council (RAC) process."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,56,number_or_money,13,"Oct. 7-13, 2023 (capped at 15,000 the regional advisory council (RAC) process."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,56,number_or_money,2023,"Oct. 7-13, 2023 (capped at 15,000 the regional advisory council (RAC) process."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,56,number_or_money,"15,000","Oct. 7-13, 2023 (capped at 15,000 the regional advisory council (RAC) process."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,59,date,"Oct. 14-20, 2023","Oct. 14-20, 2023 (no cap on permits information online at wildlife.utah.gov."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,59,number_or_money,14,"Oct. 14-20, 2023 (no cap on permits information online at wildlife.utah.gov."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,59,number_or_money,20,"Oct. 14-20, 2023 (no cap on permits information online at wildlife.utah.gov."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,59,number_or_money,2023,"Oct. 14-20, 2023 (no cap on permits information online at wildlife.utah.gov."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,62,number_or_money,25,See the information box on page 25 for details.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,3,3,68,number_or_money,3,3
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,4,4,1,number_or_money,4,4
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,4,4,2,number_or_money,3202,3202
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,4,4,11,number_or_money,7,"elk hunt. Spike bull elk permits will continue period runs from June 7-22, 2023."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,4,4,11,number_or_money,22,"elk hunt. Spike bull elk permits will continue period runs from June 7-22, 2023."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,4,4,11,number_or_money,2023,"elk hunt. Spike bull elk permits will continue period runs from June 7-22, 2023."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,4,4,14,number_or_money,"4,500","4,500 permits issued. See page 25 for more"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,4,4,14,number_or_money,25,"4,500 permits issued. See page 25 for more"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,4,4,27,number_or_money,23,case. See page 23 for details.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,4,4,31,number_or_money,42,hunt tables beginning on page 42.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,4,4,32,number_or_money,2023,2023 big game bonus or preference point appli-
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,4,4,33,number_or_money,23,cation period is March 23-April 27. If you miss
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,4,4,33,number_or_money,27,cation period is March 23-April 27. If you miss
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,4,4,35,number_or_money,27,"the April 27 deadline, there will be a second"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,4,4,37,number_or_money,7,opportunity during the June 7-22 antlerless any legal weapon hunt on most traditional
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,4,4,37,number_or_money,22,opportunity during the June 7-22 antlerless any legal weapon hunt on most traditional
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,4,4,40,number_or_money,20,or preference points. See pages 20-21 for
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,4,4,40,number_or_money,21,or preference points. See pages 20-21 for
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,4,4,41,number_or_money,56,page 56 for more information.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,4,4,43,number_or_money,28,"Late-season elk archery hunts: New late- matter, and pages 28-29 for more about the"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,4,4,43,number_or_money,29,"Late-season elk archery hunts: New late- matter, and pages 28-29 for more about the"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,4,4,45,number_or_money,17,created on 17 units. These hunts will run from
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,4,4,46,date,"Dec. 2-17, 2023","Dec. 2-17, 2023. See the hunt table on page"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,4,4,46,number_or_money,2,"Dec. 2-17, 2023. See the hunt table on page"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,4,4,46,number_or_money,17,"Dec. 2-17, 2023. See the hunt table on page"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,4,4,46,number_or_money,2023,"Dec. 2-17, 2023. See the hunt table on page"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,4,4,48,number_or_money,54,54 for details.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,4,4,61,number_or_money,11,"available for purchase starting July 11, 2023."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,4,4,61,number_or_money,2023,"available for purchase starting July 11, 2023."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,4,4,65,number_or_money,34,"opportunities, see pages 34-35."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,4,4,65,number_or_money,35,"opportunities, see pages 34-35."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,4,4,70,number_or_money,2023,"May 2023, visit wildlife.utah.gov/guidebooks"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,5,5,6,number_or_money,2023,2023
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,5,5,11,number_or_money,20,"hunts you want to apply for. To learn more, see see the information box on page 20 or visit"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,5,5,12,number_or_money,19,page 19. wildlife.utah.gov/mentoring.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,5,5,14,number_or_money,2023,"change each year. To find maps and descrip- can apply for a 2023 big game permit, bonus"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,5,5,17,number_or_money,17,Please see page 17 for more information.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,5,5,20,number_or_money,10,applying for hunts. You can find season dates in box on page 10.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,5,5,21,number_or_money,10,the hunt tables that begin on page 10.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,5,5,25,number_or_money,32,page 32 for more information about obtain- who were disabled in the line of duty. For
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,5,5,26,number_or_money,6,"ing your general-season deer permit. details, see page 6."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,5,5,30,number_or_money,2023,2023 Utah Big Game Field Regulations Guidebook Antlerless hunting is the primary tool
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,5,5,32,number_or_money,2023,sion offices in June 2023. It will include the rules game herds.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,5,5,36,number_or_money,7,"from June 7-22, 2023. Plan on visiting"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,5,5,36,number_or_money,22,"from June 7-22, 2023. Plan on visiting"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,5,5,36,number_or_money,2023,"from June 7-22, 2023. Plan on visiting"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,5,5,38,number_or_money,2023,wildlife.utah.gov in late May 2023 to see
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,5,5,44,number_or_money,7,"available on or before July 7, 2023. If any"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,5,5,44,number_or_money,2023,"available on or before July 7, 2023. If any"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,5,5,45,code_citation,801-536-8500,Services at 801-536-8500.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,5,5,45,number_or_money,801,Services at 801-536-8500.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,5,5,45,number_or_money,536,Services at 801-536-8500.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,5,5,45,number_or_money,8500,Services at 801-536-8500.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,5,5,48,number_or_money,27,military personnel may be eligible to purchase starting July 27.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,5,5,51,number_or_money,10,"details, see the information box on page 10 or the drawing, you will lose any preference"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,5,5,53,number_or_money,2023,The 2023 Utah Big Game Field
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,5,5,62,number_or_money,34,"permit. For details, see the article on page 34."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,5,5,63,number_or_money,5,5
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,6,6,1,number_or_money,6,6
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,6,6,2,number_or_money,3202,3202
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,6,6,11,number_or_money,30,30 calendar days after the end of the hunting for disabled veterans
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,6,6,14,number_or_money,24,to learn how to report-see page 24 or visit servicemembers who were disabled in
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,6,6,18,number_or_money,$25.50,"$25.50, instead of the $34 full price."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,6,6,18,number_or_money,$34,"$25.50, instead of the $34 full price."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_biggameapp.pdf,6,6,19,date,Feb. 1,collect shed antlers and horns from Feb. 1 to
