source_file,pdf_page_number,printed_page,line_number_on_pdf_page,line_text
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,26,"Salt Lake City, UT 84114-6301 15 Over-the-counter permits"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,27,801-538-4700
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,28,16 Multiple elk permits
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,29,Central Region 18 Youth deer and elk hunts
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,30,1115 N Main Street
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,31,20 Chronic wasting disease
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,32,"Springville, UT 84663"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,33,801-491-5678 21 Mandatory reporting
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,34,22 Field regulations
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,35,Northeastern Region
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,36,22 Hunter orange requirements
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,37,318 N Vernal Avenue
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,38,"Vernal, UT 84078 23 Legal weapon possession"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,39,435-781-9453
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,40,24 Hunters with disabilities
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,41,30 Trespassing
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,42,Northern Region
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,43,515 E 5300 S 31 Prohibited hunting methods
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,44,"Ogden, UT 84405"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,45,33 Tagging requirements
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,46,801-476-2740
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,47,36 Possession and use of big game
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,48,Southeastern Region
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,49,36 License requirement for WMAs
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,50,"319 N Carbonville Road, Ste A"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,51,37 Buck deer hunting
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,52,"Price, UT 84501"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,53,435-613-3700 41 Trail cameras and night vision
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,54,42 Bull elk hunting
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,55,Southern Region
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,56,1470 N Airport Road 47 Buck pronghorn hunting
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,57,"Cedar City, UT 84721 48 Once-in-a-lifetime hunts"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,58,435-865-6100
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,59,52 Antlerless hunts
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,60,Washington County Field Office 55 Hunter Mentoring Program
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,61,451 N SR-318
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,62,"56 Permit surrenders, refunds"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,63,"Hurricane, UT 84737"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,64,and exchanges
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,65,435-879-8694
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,66,58 Hunting on CWMUs
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,67,68 Definitions
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,1,3
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,2,2025
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,3,UTAH
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,4,BIG
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,5,GAME
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,6,FIELD
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,7,REGULATIONS
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,8,wildlife.utah.gov
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,9,WHAT'S NEW? KNOW THE LAWS
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,10,Residency requirements: To apply for a resi- This guidebook-along with the 2025
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,11,"dent permit, you must be a Utah resident on the Utah Big Game Application Guidebook-"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,12,"date you submit your application. (Previously, the summarizes the rules and laws that regulate"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,13,residency date was linked to the date of purchase.) big game hunting in Utah. Although these
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,14,See the definition of Resident on page 70.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,15,books are convenient quick-reference docu-
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,16,"Mandatory harvest reporting: Some minor ments for Utah big game regulations, they"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,17,changes are coming to Utah's harvest reporting this are not all-encompassing resources.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,18,"season, including the discontinuation of the harvest For an in-depth look at the state's big"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,19,"reporting hotline. All big game, once-in-a-lifetime game hunting laws and rules, visit wildlife."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,20,and antlerless hunts still require hunters submit utah.gov/rules.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,21,a harvest report within 30 days of the end of the You can use the references in the guide-
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,22,"hunt season, whether you harvested an animal book-such as Utah Admin. Rule R657-5-24"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,23,"or not. For details about how to report, reporting and Utah Code § 23A-5-207-to search the"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,24,"requirements, restrictions and potential fines, see"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,25,Division's website for the detailed statute or
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,26,page 52 or visit wildlife.utah.gov/harvest.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,27,rule that underpins the guidebook summary.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,28,Late-season harvest reporting: Hunts If you have questions about a particular
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,29,"ending Jan. 16 or later must have a harvest report rule, call or visit the nearest Division office."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,30,"submitted by Feb. 15, whether you harvested an"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,31,Who makes the rules?
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,32,animal or not. This change allows our biologists
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,33,The Utah Wildlife Board passes the rules
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,34,more time to consider harvest data before making
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,35,and laws summarized in this guidebook.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,36,recommendations for the following season. Visit
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,37,"There are seven board members, and each"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,38,wildlife.utah.gov/harvest for details.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,39,serves a six-year term. Appointed by the
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,40,"Nonresident fee increase: In the 2025 governor, board members are not Division"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,41,"session, the Utah Legislature authorized higher employees."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,42,nonresident fees to help fund the purchase of The Division's director serves as the
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,43,large blocks of land for wildlife habitat and board's executive secretary but does not
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,44,conservation. These nonresident fee increases will have a vote on wildlife policies.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,45,"begin July 1 for hunting, fishing and combination Before board members make changes to"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,46,"licenses, and Sept. 1 for hunting application fees wildlife rules, they listen to recommenda-"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,47,"and hunting permits. See page 9 for details, tions from Division biologists. They also"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,48,and visit wildlife.utah.gov/licenses/fees for a full receive input from the public and various
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,49,list of Utah's license and permit fees. interest groups via the regional advisory
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,50,Mule deer management plan: The Utah council (RAC) process.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,51,Wildlife Board approved a new mule deer If you have feedback or suggestions for
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,52,"management plan that will be in effect through board members, you can find their contact"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,53,2030. Part of this updated plan includes modifying information online at wildlife.utah.gov.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,54,some hunting units' buck-to-doe ratio objectives
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,55,Wildlife Board members
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,56,and implementing strategies to improve hunter
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,57,"opportunity and satisfaction. Learn more about Kent Johnson Randy Dearth, Chair"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,58,"the plan at wildlife.utah.gov/muledeer. Paula Richmond Gary Nielson, Vice Chair"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,59,"Bret Selman Riley Peck, Division Director"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,60,Bryce Thurgood & Executive Secretary
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,1,4
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,2,5202
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,3,SNOITALUGER
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,4,DLEIF
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,5,EMAG
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,6,GIB
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,7,HATU
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,8,vog.hatu.efildliw
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,9,Deer restricted weapons hunts on four spinal cord matter in Utah wildlife habitat areas
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,10,units: The board approved weapons technol- which could spread transmission of CWD. See
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,11,ogy restrictions on four hunts as part of a mule page 33 for more information about Utah's
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,12,deer research study beginning this year. Gen- transport and importation rules.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,13,eral-season restricted weapons hunts will be
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,14,Hunting outfitters and guides: Guides
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,15,"on the Beaver, West; Boulder/Kaiparowits; and"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,16,and outfitters in Utah are now regulated by the
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,17,Cache units. There is a limited-entry restricted
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,18,DWR (instead of the Department of Profes-
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,19,weapons hunt on the Thousand Lakes unit. See
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,20,sional Licensing) as approved by the Utah Leg-
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,21,pages 26 and 38 for details about these
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,22,"islature this year. If you are a guide, outfitter or"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,23,new hunts and specific requirements.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,24,"spotter, visit wildlife.utah.gov/licenses/guides"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,25,"License required to access WMAs: for updated application, registration and other"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,26,"Effective May 7, 2025, a new state law requires operational requirements."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,27,anyone 18 years old or older to have a valid
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,28,Research antlerless hunts online:
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,29,"Utah hunting, fishing or combination license"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,30,"Starting May 30, 2025, visit wildlife.utah.gov/"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,31,to access waterfowl and wildlife management
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,32,antlerless to find all of the information you'll
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,33,"areas in Utah's four largest counties (Davis, Salt"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,34,need to research Utah's antlerless hunts. This
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,35,"Lake, Utah and Weber). This includes anyone"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,36,"information includes application dates, rules,"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,37,accessing a WMA for shed hunting or other
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,38,"hunt tables, maps and more. The antlerless"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,39,recreational purposes. WMAs are primarily
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,40,"application period runs from June 4-18, 2025."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,41,"funded by the sales of Utah hunting, fishing"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,42,and combination licenses and by federal excise Apply for bonus or preference points:
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,43,taxes paid on hunting and fishing equipment; If you missed applying for big game bonus or
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,44,"typically, state taxes do not pay for them. preference points during the big game permit"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,45,"Visit wildlife.utah.gov/wmas for a list of Utah's application period that closed on April 24, you"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,46,"WMAs, other rules and requirements, and have a second opportunity during the June 4-18"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,47,exemptions to this law. antlerless application period to apply for points.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,48,New hunts: The board approved several Using collar data to aid in hunting: The
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,49,new hunts for 2025. Look for hunts noted as board approved rule language clarifying that a
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,50,"""(new)"" throughout this guidebook. person may not use any protected GPS location"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,51,"data or protected radio collar data to locate,"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,52,Stop the spread of CWD: The board
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,53,"track, take or retrieve-or attempt to locate,"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,54,approved two new limited-entry any-legal-
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,55,"track, take or retrieve-big game animals or"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,56,weapon buck deer hunts to address chronic
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,57,their parts. Refer to Utah Admin. Rule R657-5-7
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,58,"wasting disease in the La Sal, Castle Valley and"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,59,for details about this update.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,60,"the La Sal, Moab Valley areas. Hunters who"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,61,"harvest a deer in these units are required to Find updated maps, boundaries and"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,62,submit a CWD sample. The Division will con- permit numbers: Use the Utah Hunt Plan-
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,63,"tinue surveillance for CWD at various locations, ner to find permit numbers, maps, boundaries"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,64,which may change each year (see page 20). and information for your hunts this year. Visit
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,65,Learn more about what we're doing to stop the hunt.utah.gov or see the information box on
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,66,spread of CWD in Utah at wildlife.utah.gov/cwd. page 14.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,67,Importation of big game skulls: The board Season date changes: Season dates change
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,68,"approved the regulated importation of antlered every year, so please check them carefully before"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,69,big game skulls from states with chronic wast- you head out on your hunt. You can find season
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,70,"ing disease-previously, this was prohibited- dates listed on your permit or at hunt.utah.gov."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,71,since hunters are unlikely to dispose of brain or
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,1,5
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,2,2025
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,3,UTAH
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,4,BIG
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,5,GAME
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,6,FIELD
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,7,REGULATIONS
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,8,wildlife.utah.gov
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,9,Download guidebooks and more to your of trail camera footage in the take-or
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,10,"DWR mobile app: You can download Utah's attempted take-of big game, cougar or"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,11,hunting and fishing guidebooks using your Utah bear is prohibited. It is unlawful to possess
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,12,"DWR mobile app. The app makes it easy to read, night-vision devices while locating big game"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,13,search and navigate this guidebook and others. from July 31 to Dec. 31. See page 41 or visit
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,14,"You can keep your hunting or combo license, and wildlife.utah.gov/trailcams for details."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,15,any DWR course completion certificates on the
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,16,Extended archery course: Hunters who ob-
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,17,"app, too. Learn more about the app and download"
