source_file,pdf_page_number,printed_page,line_number_on_pdf_page,token_type,token,line_text
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,51,number_or_money,45,45 Field regulations
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,52,number_or_money,84501,"Price, UT 84501"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,53,code_citation,435-613-3700,435-613-3700 46 Are you allowed to possess a
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,53,number_or_money,435,435-613-3700 46 Are you allowed to possess a
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,53,number_or_money,613,435-613-3700 46 Are you allowed to possess a
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,53,number_or_money,3700,435-613-3700 46 Are you allowed to possess a
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,53,number_or_money,46,435-613-3700 46 Are you allowed to possess a
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,55,number_or_money,47,Southern Region 47 Hunters with disabilities
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,56,number_or_money,1470,1470 N Airport Road
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,57,number_or_money,52,52 Trespassing
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,58,number_or_money,84721,"Cedar City, UT 84721"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,59,number_or_money,52,52 Prohibited hunting methods
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,60,code_citation,435-865-6100,435-865-6100
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,60,number_or_money,435,435-865-6100
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,60,number_or_money,865,435-865-6100
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,60,number_or_money,6100,435-865-6100
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,61,number_or_money,52,52 Baiting
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,62,number_or_money,55,Washington County Field Office 55 Tagging requirements
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,63,number_or_money,451,451 N SR-318
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,63,number_or_money,318,451 N SR-318
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,64,number_or_money,57,57 Possession and use of big game
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,65,number_or_money,84737,"Hurricane, UT 84737"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,66,number_or_money,60,60 Hunt maps
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,67,code_citation,435-879-8694,435-879-8694
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,67,number_or_money,435,435-879-8694
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,67,number_or_money,879,435-879-8694
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,67,number_or_money,8694,435-879-8694
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,2,2,68,number_or_money,68,68 Definitions
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,2,number_or_money,3,3
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,8,number_or_money,2023,2023
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,10,number_or_money,2023,This guidebook-along with the 2023
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,13,date,"May 3, 2023","camera rules, effective May 3, 2023. Trail cameras summarizes the rules and laws that regulate"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,13,number_or_money,3,"camera rules, effective May 3, 2023. Trail cameras summarizes the rules and laws that regulate"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,13,number_or_money,2023,"camera rules, effective May 3, 2023. Trail cameras summarizes the rules and laws that regulate"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,14,number_or_money,31,are prohibited on public land from July 31 to big game hunting in Utah. Although these
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,15,date,Dec. 31,"Dec. 31, with some exceptions for research and books are convenient quick-reference docu-"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,15,number_or_money,31,"Dec. 31, with some exceptions for research and books are convenient quick-reference docu-"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,22,code_citation,R657-5-24,information box on page 21 or visit wildlife. book-such as Utah Admin. Rule R657-5-24
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,22,number_or_money,21,information box on page 21 or visit wildlife. book-such as Utah Admin. Rule R657-5-24
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,22,number_or_money,5,information box on page 21 or visit wildlife. book-such as Utah Admin. Rule R657-5-24
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,22,number_or_money,24,information box on page 21 or visit wildlife. book-such as Utah Admin. Rule R657-5-24
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,23,code_citation,23-20-25,utah.gov/trailcams for details. and Utah Code § 23-20-25-to search the
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,23,number_or_money,23,utah.gov/trailcams for details. and Utah Code § 23-20-25-to search the
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,23,number_or_money,20,utah.gov/trailcams for details. and Utah Code § 23-20-25-to search the
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,23,number_or_money,25,utah.gov/trailcams for details. and Utah Code § 23-20-25-to search the
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,27,date,Jan. 31,"July 31 and Jan. 31, you may not use any type"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,27,number_or_money,31,"July 31 and Jan. 31, you may not use any type"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,32,number_or_money,21,"details, see the information box on page 21 or Who makes the rules?"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,45,date,"Oct. 7-13, 2023","Oct. 7-13, 2023 (capped at 15,000 general- Before board members make changes to"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,45,number_or_money,7,"Oct. 7-13, 2023 (capped at 15,000 general- Before board members make changes to"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,45,number_or_money,13,"Oct. 7-13, 2023 (capped at 15,000 general- Before board members make changes to"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,45,number_or_money,2023,"Oct. 7-13, 2023 (capped at 15,000 general- Before board members make changes to"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,45,number_or_money,"15,000","Oct. 7-13, 2023 (capped at 15,000 general- Before board members make changes to"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,48,number_or_money,14,"14-20, 2023 (no cap on permits issued) receive input from the public and various"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,48,number_or_money,20,"14-20, 2023 (no cap on permits issued) receive input from the public and various"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,48,number_or_money,2023,"14-20, 2023 (no cap on permits issued) receive input from the public and various"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,49,number_or_money,28,See page 28 for more information. interest groups via the regional advisory
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,57,number_or_money,45,"on pages 45-58 for details. Karl Hirst Randy Dearth, Vice Chair"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,3,3,57,number_or_money,58,"on pages 45-58 for details. Karl Hirst Randy Dearth, Vice Chair"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,1,number_or_money,4,4
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,2,number_or_money,3202,3202
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,10,number_or_money,$50,approved the addition of straight-walled rifles comply will result in a $50 fine and/or exclusion
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,12,number_or_money,34,muzzleloader-shotgun-straight walled rifle- page 34 for more information.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,13,number_or_money,24,only hunts. See page 24 for a description of
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,20,number_or_money,11,"tion on hunter or game animal location. See for purchase starting July 11, 2023. For more"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,20,number_or_money,2023,"tion on hunter or game animal location. See for purchase starting July 11, 2023. For more"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,21,number_or_money,24,"additional HAMSS hunt rules on pages 24 information about youth hunter opportunities,"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,22,number_or_money,31,and 31. see pages 18-19.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,22,number_or_money,18,and 31. see pages 18-19.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,22,number_or_money,19,and 31. see pages 18-19.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,26,number_or_money,27,"continue to have a multi-season option with a application period that closed on April 27, you"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,27,number_or_money,"4,500","cap of 4,500 permits issued. See page 29 for have a second opportunity during the June 7-22"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,27,number_or_money,29,"cap of 4,500 permits issued. See page 29 for have a second opportunity during the June 7-22"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,27,number_or_money,7,"cap of 4,500 permits issued. See page 29 for have a second opportunity during the June 7-22"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,27,number_or_money,22,"cap of 4,500 permits issued. See page 29 for have a second opportunity during the June 7-22"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,30,date,"May 22, 2023","Starting May 22, 2023, visit wildlife.utah.gov/ The Division will continue surveillance for"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,30,number_or_money,22,"Starting May 22, 2023, visit wildlife.utah.gov/ The Division will continue surveillance for"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,30,number_or_money,2023,"Starting May 22, 2023, visit wildlife.utah.gov/ The Division will continue surveillance for"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,33,number_or_money,20,"information includes application dates, rules, more, see page 20 or visit wildlife.utah.gov/cwd."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,35,number_or_money,7,"application period runs from June 7-22, 2023. Find updated maps, boundaries and"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,35,number_or_money,22,"application period runs from June 7-22, 2023. Find updated maps, boundaries and"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,35,number_or_money,2023,"application period runs from June 7-22, 2023. Find updated maps, boundaries and"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,41,number_or_money,14,"permit-along with additional buck, bull or gov or see the information box on page 14."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,46,number_or_money,38,38 for details. dates listed on your permit or at hunt.utah.gov.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,52,number_or_money,2023,"beginning in 2023. You have 30 days after your harvest the meat from the front quarters, above"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,4,4,52,number_or_money,30,"beginning in 2023. You have 30 days after your harvest the meat from the front quarters, above"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,5,5,2,number_or_money,5,5
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,5,5,8,number_or_money,2023,2023
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,5,5,11,number_or_money,30,"and tenderloins. The sale of ""inedible byprod- 30 calendar days after the end of the hunt-"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,5,5,13,number_or_money,57,disease concerns. See page 57 for details. animal). See page 23 for more information
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,5,5,13,number_or_money,23,disease concerns. See page 57 for details. animal). See page 23 for more information
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,5,5,20,number_or_money,52,is traveling from a baited area. See page 52.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,5,5,25,number_or_money,32,sale during different days in July. For all of information box on page 32 for details.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,5,5,26,number_or_money,15,"the permit sales dates, see page 15."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,5,5,30,number_or_money,2023,nonpayment of child support. For additional deployed during the 2023 big game applica-
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,5,5,31,number_or_money,35,"information-or to arrange a payment sched- tion period. For details, see page 35 or visit"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,5,5,33,code_citation,801-536-8500,Services at 801-536-8500.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,5,5,33,number_or_money,801,Services at 801-536-8500.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,5,5,33,number_or_money,536,Services at 801-536-8500.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,5,5,33,number_or_money,8500,Services at 801-536-8500.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,5,5,36,number_or_money,847411,law enforcement app or text 847411 to report email and social media. Visit wildlife.utah.gov/
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,5,5,38,number_or_money,17,"porting options, see page 17 or visit wildlife. dates and follow us on social media channels."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,5,5,44,number_or_money,11,"tion. See page 11 for more information. details, see page 10."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,5,5,44,number_or_money,10,"tion. See page 11 for more information. details, see page 10."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,5,5,47,number_or_money,30,"share a mentor's permit. To learn more, see encouraged to do so at least 30 days before"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,5,5,48,number_or_money,39,the Hunter Mentoring program on page 39 or the season opens to avoid losing previously-
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,5,5,50,number_or_money,41,see page 41 or visit wildlife.utah.gov/refund.
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,5,5,53,number_or_money,51,about special restrictions. See page 51 for of remaining general buck deer permit:
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,6,6,1,number_or_money,6,6
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,6,6,2,number_or_money,3202,3202
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,6,6,9,number_or_money,2023,"drawing in 2023, you will lose any preference Title VI of the Civil Rights Act of 1964, Section"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,6,6,9,number_or_money,1964,"drawing in 2023, you will lose any preference Title VI of the Civil Rights Act of 1964, Section"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,6,6,10,number_or_money,504,"points you've accrued for general-season buck 504 of the Rehabilitation Act of 1973, Title II"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,6,6,10,number_or_money,1973,"points you've accrued for general-season buck 504 of the Rehabilitation Act of 1973, Title II"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,6,6,11,number_or_money,1990,"deer. To learn more about purchasing these of the Americans with Disabilities Act of 1990,"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,6,6,12,number_or_money,15,"permits, see page 15 the Age Discrimination Act of 1975, Title IX of"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,6,6,12,number_or_money,1975,"permits, see page 15 the Age Discrimination Act of 1975, Title IX of"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,6,6,13,number_or_money,1972,"the Education Amendments of 1972, the U.S."
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,6,6,18,number_or_money,50,"hunting. See pages 50-51 for details. against in any program, activity or facility, or"
pipeline/RAW/hunt_unit_database/2023/pdf/regulation/2023_field_regs.pdf,6,6,18,number_or_money,51,"hunting. See pages 50-51 for details. against in any program, activity or facility, or"
