source_file,pdf_page_number,printed_page,line_number_on_pdf_page,token_type,token,line_text
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,26,number_or_money,15,"Salt Lake City, UT 84114-6301 15 Over-the-counter permits"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,27,code_citation,801-538-4700,801-538-4700
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,27,number_or_money,801,801-538-4700
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,27,number_or_money,538,801-538-4700
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,27,number_or_money,4700,801-538-4700
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,28,number_or_money,16,16 Multiple elk permits
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,29,number_or_money,18,Central Region 18 Youth deer and elk hunts
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,30,number_or_money,1115,1115 N Main Street
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,31,number_or_money,20,20 Chronic wasting disease
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,32,number_or_money,84663,"Springville, UT 84663"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,33,code_citation,801-491-5678,801-491-5678 21 Mandatory reporting
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,33,number_or_money,801,801-491-5678 21 Mandatory reporting
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,33,number_or_money,491,801-491-5678 21 Mandatory reporting
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,33,number_or_money,5678,801-491-5678 21 Mandatory reporting
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,33,number_or_money,21,801-491-5678 21 Mandatory reporting
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,34,number_or_money,22,22 Field regulations
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,36,number_or_money,22,22 Hunter orange requirements
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,37,number_or_money,318,318 N Vernal Avenue
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,38,number_or_money,84078,"Vernal, UT 84078 23 Legal weapon possession"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,38,number_or_money,23,"Vernal, UT 84078 23 Legal weapon possession"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,39,code_citation,435-781-9453,435-781-9453
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,39,number_or_money,435,435-781-9453
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,39,number_or_money,781,435-781-9453
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,39,number_or_money,9453,435-781-9453
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,40,number_or_money,24,24 Hunters with disabilities
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,41,number_or_money,30,30 Trespassing
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,43,number_or_money,515,515 E 5300 S 31 Prohibited hunting methods
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,43,number_or_money,5300,515 E 5300 S 31 Prohibited hunting methods
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,43,number_or_money,31,515 E 5300 S 31 Prohibited hunting methods
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,44,number_or_money,84405,"Ogden, UT 84405"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,45,number_or_money,33,33 Tagging requirements
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,46,code_citation,801-476-2740,801-476-2740
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,46,number_or_money,801,801-476-2740
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,46,number_or_money,476,801-476-2740
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,46,number_or_money,2740,801-476-2740
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,47,number_or_money,36,36 Possession and use of big game
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,49,number_or_money,36,36 License requirement for WMAs
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,50,number_or_money,319,"319 N Carbonville Road, Ste A"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,51,number_or_money,37,37 Buck deer hunting
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,52,number_or_money,84501,"Price, UT 84501"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,53,code_citation,435-613-3700,435-613-3700 41 Trail cameras and night vision
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,53,number_or_money,435,435-613-3700 41 Trail cameras and night vision
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,53,number_or_money,613,435-613-3700 41 Trail cameras and night vision
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,53,number_or_money,3700,435-613-3700 41 Trail cameras and night vision
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,53,number_or_money,41,435-613-3700 41 Trail cameras and night vision
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,54,number_or_money,42,42 Bull elk hunting
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,56,number_or_money,1470,1470 N Airport Road 47 Buck pronghorn hunting
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,56,number_or_money,47,1470 N Airport Road 47 Buck pronghorn hunting
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,57,number_or_money,84721,"Cedar City, UT 84721 48 Once-in-a-lifetime hunts"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,57,number_or_money,48,"Cedar City, UT 84721 48 Once-in-a-lifetime hunts"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,58,code_citation,435-865-6100,435-865-6100
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,58,number_or_money,435,435-865-6100
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,58,number_or_money,865,435-865-6100
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,58,number_or_money,6100,435-865-6100
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,59,number_or_money,52,52 Antlerless hunts
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,60,number_or_money,55,Washington County Field Office 55 Hunter Mentoring Program
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,61,number_or_money,451,451 N SR-318
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,61,number_or_money,318,451 N SR-318
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,62,number_or_money,56,"56 Permit surrenders, refunds"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,63,number_or_money,84737,"Hurricane, UT 84737"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,65,code_citation,435-879-8694,435-879-8694
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,65,number_or_money,435,435-879-8694
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,65,number_or_money,879,435-879-8694
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,65,number_or_money,8694,435-879-8694
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,66,number_or_money,58,58 Hunting on CWMUs
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,2,2,67,number_or_money,68,68 Definitions
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,1,number_or_money,3,3
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,2,number_or_money,2025,2025
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,10,number_or_money,2025,Residency requirements: To apply for a resi- This guidebook-along with the 2025
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,14,number_or_money,70,See the definition of Resident on page 70.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,21,number_or_money,30,a harvest report within 30 days of the end of the You can use the references in the guide-
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,22,code_citation,R657-5-24,"hunt season, whether you harvested an animal book-such as Utah Admin. Rule R657-5-24"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,22,number_or_money,5,"hunt season, whether you harvested an animal book-such as Utah Admin. Rule R657-5-24"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,22,number_or_money,24,"hunt season, whether you harvested an animal book-such as Utah Admin. Rule R657-5-24"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,23,number_or_money,5,"or not. For details about how to report, reporting and Utah Code § 23A-5-207-to search the"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,23,number_or_money,207,"or not. For details about how to report, reporting and Utah Code § 23A-5-207-to search the"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,26,number_or_money,52,page 52 or visit wildlife.utah.gov/harvest.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,29,date,Jan. 16,"ending Jan. 16 or later must have a harvest report rule, call or visit the nearest Division office."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,29,number_or_money,16,"ending Jan. 16 or later must have a harvest report rule, call or visit the nearest Division office."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,30,date,Feb. 15,"submitted by Feb. 15, whether you harvested an"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,30,number_or_money,15,"submitted by Feb. 15, whether you harvested an"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,40,number_or_money,2025,"Nonresident fee increase: In the 2025 governor, board members are not Division"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,45,number_or_money,1,"begin July 1 for hunting, fishing and combination Before board members make changes to"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,46,date,Sept. 1,"licenses, and Sept. 1 for hunting application fees wildlife rules, they listen to recommenda-"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,46,number_or_money,1,"licenses, and Sept. 1 for hunting application fees wildlife rules, they listen to recommenda-"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,47,number_or_money,9,"and hunting permits. See page 9 for details, tions from Division biologists. They also"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,3,3,53,number_or_money,2030,2030. Part of this updated plan includes modifying information online at wildlife.utah.gov.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,1,number_or_money,4,4
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,2,number_or_money,5202,5202
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,11,number_or_money,33,ogy restrictions on four hunts as part of a mule page 33 for more information about Utah's
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,21,number_or_money,26,pages 26 and 38 for details about these
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,21,number_or_money,38,pages 26 and 38 for details about these
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,26,date,"May 7, 2025","Effective May 7, 2025, a new state law requires operational requirements."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,26,number_or_money,7,"Effective May 7, 2025, a new state law requires operational requirements."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,26,number_or_money,2025,"Effective May 7, 2025, a new state law requires operational requirements."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,27,number_or_money,18,anyone 18 years old or older to have a valid
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,30,date,"May 30, 2025","Starting May 30, 2025, visit wildlife.utah.gov/"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,30,number_or_money,30,"Starting May 30, 2025, visit wildlife.utah.gov/"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,30,number_or_money,2025,"Starting May 30, 2025, visit wildlife.utah.gov/"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,40,number_or_money,4,"application period runs from June 4-18, 2025."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,40,number_or_money,18,"application period runs from June 4-18, 2025."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,40,number_or_money,2025,"application period runs from June 4-18, 2025."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,45,number_or_money,24,"Visit wildlife.utah.gov/wmas for a list of Utah's application period that closed on April 24, you"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,46,number_or_money,4,"WMAs, other rules and requirements, and have a second opportunity during the June 4-18"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,46,number_or_money,18,"WMAs, other rules and requirements, and have a second opportunity during the June 4-18"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,49,number_or_money,2025,new hunts for 2025. Look for hunts noted as board approved rule language clarifying that a
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,57,code_citation,R657-5-7,their parts. Refer to Utah Admin. Rule R657-5-7
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,57,number_or_money,5,their parts. Refer to Utah Admin. Rule R657-5-7
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,57,number_or_money,7,their parts. Refer to Utah Admin. Rule R657-5-7
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,64,number_or_money,20,which may change each year (see page 20). and information for your hunts this year. Visit
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,4,4,66,number_or_money,14,spread of CWD in Utah at wildlife.utah.gov/cwd. page 14.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,1,number_or_money,5,5
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,2,number_or_money,2025,2025
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,13,date,Dec. 31,search and navigate this guidebook and others. from July 31 to Dec. 31. See page 41 or visit
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,13,number_or_money,31,search and navigate this guidebook and others. from July 31 to Dec. 31. See page 41 or visit
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,13,number_or_money,41,search and navigate this guidebook and others. from July 31 to Dec. 31. See page 41 or visit
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,24,number_or_money,7,fore the extended season begins. See page 7
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,30,number_or_money,15,"permit sales dates, see page 15. muzzleloader and any legal weapon), a youth"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,33,number_or_money,18,"weapon permit. For details, see page 18."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,38,number_or_money,31,ers during muzzleloader hunt seasons. (Scopes of is traveling from a baited area. See page 31.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,40,number_or_money,847411,any-legal-weapon hunts.) No scopes of any kind law enforcement app or text 847411 to report
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,42,number_or_money,33,"hunts. Carefully review regulations on pages porting options, see page 33 or visit wildlife."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,43,number_or_money,26,26-27 before you go into the field. utah.gov/utip.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,43,number_or_money,27,26-27 before you go into the field. utah.gov/utip.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,47,number_or_money,11,tronics (except for illuminated reticles) on most tion. See page 11 for more information.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,48,number_or_money,22,weapons. See page 22 for details.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,51,date,Jan. 1,"gathering sheds between Jan. 1 and May 31 mentor's hunting permit. To learn more, see"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,51,date,May 31,"gathering sheds between Jan. 1 and May 31 mentor's hunting permit. To learn more, see"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,51,number_or_money,1,"gathering sheds between Jan. 1 and May 31 mentor's hunting permit. To learn more, see"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,51,number_or_money,31,"gathering sheds between Jan. 1 and May 31 mentor's hunting permit. To learn more, see"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,52,number_or_money,55,"must complete a free, online antler gathering the Hunter Mentoring Program on page 55 or"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,54,number_or_money,36,them in the field. See page 36 or visit wildlife.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,59,number_or_money,30,special restrictions. See page 30 for details.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,64,date,Dec. 31,"public land from July 31 to Dec. 31, with some"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,5,5,64,number_or_money,31,"public land from July 31 to Dec. 31, with some"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,6,6,1,number_or_money,6,6
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,6,6,2,number_or_money,5202,5202
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,6,6,10,number_or_money,2025,military personnel may be eligible to purchase a have questions about the 2025 big game ap-
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,6,6,12,number_or_money,2025,"during the 2025 big game application period. season dates, please see the 2025 Utah Big"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,6,6,13,number_or_money,50,"For details, see page 50 or visit wildlife.utah. Game Application Guidebook at wildlife.utah."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,6,6,26,number_or_money,2.2,ing a 2.2% processing fee on all credit card trans- agency receives federal financial assistance
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,6,6,27,number_or_money,1,"actions as of July 1, 2024. (The Utah Legislature from the U.S. Fish and Wildlife Service. Under"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,6,6,27,number_or_money,2024,"actions as of July 1, 2024. (The Utah Legislature from the U.S. Fish and Wildlife Service. Under"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,6,6,28,number_or_money,3,"authorized a fee up to 3% to cover these costs.) Title VI of the 1964 Civil Rights Act, Section"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,6,6,28,number_or_money,1964,"authorized a fee up to 3% to cover these costs.) Title VI of the 1964 Civil Rights Act, Section"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,6,6,29,number_or_money,504,"504 of the Rehabilitation Act of 1973, Title II"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,6,6,29,number_or_money,1973,"504 of the Rehabilitation Act of 1973, Title II"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,6,6,31,number_or_money,1990,"of the Americans with Disabilities Act of 1990,"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,6,6,33,number_or_money,1975,"the Age Discrimination Act of 1975, and Title"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,6,6,35,number_or_money,1972,"IX of the Education Amendments of 1972, the"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,6,6,38,number_or_money,10,page 10.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,6,6,42,number_or_money,30,"strongly encouraged to do so at least 30 any facility, program, or activity, or if you need"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,6,6,45,number_or_money,56,"For details, see page 56 or visit wildlife.utah. U.S. Department of the Interior"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,6,6,46,number_or_money,1849,"gov/refund. 1849 C Street, NW"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,6,6,47,number_or_money,20250,"Points forfeiture for purchase of remain- Washington, D.C. 20250"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,6,6,52,number_or_money,2025,"available after the big game drawing in 2025, you"
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,6,6,58,number_or_money,15,"purchasing these permits, see page 15."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,6,6,59,number_or_money,30,"mation, please see Trespassing on page 30."
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,6,6,68,number_or_money,29,See page 29 for details.
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,7,7,1,number_or_money,7,7
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,7,7,2,number_or_money,2025,2025
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,7,7,9,number_or_money,2,2 0 2 5 S E A S O N DAT E S
pipeline/RAW/hunt_unit_database/2025/pdf/regulation/field_regs 2025.pdf,7,7,9,number_or_money,0,2 0 2 5 S E A S O N DAT E S
