path,directory,file_name,extension,size_bytes,size_mb,git_tracked,modified_status,sha256,likely_file_role,recommended_action,reason_code,online_needed,cloudflare_needed,github_needed,local_archive_needed,delete_candidate,notes
assets/logos/DWR-CWMU-LOGO.png,assets/logos,DWR-CWMU-LOGO.png,.png,229496,0.219,TRUE,,3631ff79057d09bfa27b134d94d2d62a35921d84370958e38193fa3324edc302,online_static_site_asset,ONLINE_STATIC_SITE,LIVE_WEBSITE_SHELL_OR_ASSET,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
assets/logos/DWR-DWR-LOGO.PNG,assets/logos,DWR-DWR-LOGO.PNG,.png,41367,0.039,TRUE,,de89f1fda22ca21b9285270c49c49a315debb7b88858be1220f7eeb77c456659,online_static_site_asset,ONLINE_STATIC_SITE,LIVE_WEBSITE_SHELL_OR_ASSET,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
assets/logos/DWR-LOGO-maps.png,assets/logos,DWR-LOGO-maps.png,.png,47165,0.045,TRUE,,a919e79b3097ce7e6593be33867edf2f39fd806fc85530d04168813efa395279,online_static_site_asset,ONLINE_STATIC_SITE,LIVE_WEBSITE_SHELL_OR_ASSET,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
assets/logos/DWR-LOGO-TEXT.png,assets/logos,DWR-LOGO-TEXT.png,.png,26748,0.026,TRUE,,7ad1295bb4ec188ff4844f43b1fb18c9c569aad2077382ef7d35a7841dd61693,online_static_site_asset,ONLINE_STATIC_SITE,LIVE_WEBSITE_SHELL_OR_ASSET,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
assets/logos/DWR-LOGO.png,assets/logos,DWR-LOGO.png,.png,41367,0.039,TRUE,,de89f1fda22ca21b9285270c49c49a315debb7b88858be1220f7eeb77c456659,online_static_site_asset,ONLINE_STATIC_SITE,LIVE_WEBSITE_SHELL_OR_ASSET,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
assets/logos/DWR-LOGO.SHIELD.png,assets/logos,DWR-LOGO.SHIELD.png,.png,257369,0.245,TRUE,,ec6d3be202d227bc0edd9e5033688c059cf83647a9015415e6423f6300de1db0,online_static_site_asset,ONLINE_STATIC_SITE,LIVE_WEBSITE_SHELL_OR_ASSET,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
assets/logos/DWR-WMA.LOGO.png,assets/logos,DWR-WMA.LOGO.png,.png,217567,0.207,TRUE,,e2ec83bece4aee0cce73eeca7f28a45d2549053606eddb0c75d382b05ba1110b,online_static_site_asset,ONLINE_STATIC_SITE,LIVE_WEBSITE_SHELL_OR_ASSET,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
assets/logos/ELK-LICENSE-PLATE-PAGE.png,assets/logos,ELK-LICENSE-PLATE-PAGE.png,.png,304026,0.290,TRUE,,6da982cf76ce7eb87f321a64fd65be03a9c58cf34336517e08010b621829f492,online_static_site_asset,ONLINE_STATIC_SITE,LIVE_WEBSITE_SHELL_OR_ASSET,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
assets/logos/favicon.ico.png,assets/logos,favicon.ico.png,.png,151252,0.144,TRUE,,b9768efc80f2a80543e49123549963a12d39b696ffb1957775db99c70bba6b1a,online_static_site_asset,ONLINE_STATIC_SITE,LIVE_WEBSITE_SHELL_OR_ASSET,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
assets/logos/google-maps-logo.png,assets/logos,google-maps-logo.png,.png,75287,0.072,TRUE,,1494c99c8940a889581fc595a241f568b4e1b2ce666891512dff8da6ba0f3e37,online_static_site_asset,ONLINE_STATIC_SITE,LIVE_WEBSITE_SHELL_OR_ASSET,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
assets/logos/google_earth_logo.png,assets/logos,google_earth_logo.png,.png,89333,0.085,TRUE,,39954ddf573ec7e0c25183f43a5e9a175c810df4a4ec66df6f40146af058a240,online_static_site_asset,ONLINE_STATIC_SITE,LIVE_WEBSITE_SHELL_OR_ASSET,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
assets/logos/sitla.png,assets/logos,sitla.png,.png,27307,0.026,TRUE,,c6240969794203c54cafeeb82e8614d12394309b2e9f90964ec9946554eb49ba,online_static_site_asset,ONLINE_STATIC_SITE,LIVE_WEBSITE_SHELL_OR_ASSET,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
assets/logos/state-parks.png,assets/logos,state-parks.png,.png,142001,0.135,TRUE,,9e9ca704fcc80fa710c3f6fc4a7f7ef35d8616485c8273fb94e2d0ad5acdf470,online_static_site_asset,ONLINE_STATIC_SITE,LIVE_WEBSITE_SHELL_OR_ASSET,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
assets/logos/tan-topo.png,assets/logos,tan-topo.png,.png,5329351,5.082,TRUE,,dc02cebb060311353b20fc8194bdb65a9b417a8bcc3f431ca20823cb0139e1d5,online_static_site_asset,ONLINE_STATIC_SITE,LIVE_WEBSITE_SHELL_OR_ASSET,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
assets/logos/UOGA-LOGO-CIRCLE.png,assets/logos,UOGA-LOGO-CIRCLE.png,.png,82246,0.078,TRUE,,cf8d4b743a3e30fb4450f2fc5150b0a1b778f38a5ec31a4cfeec12de73546635,online_static_site_asset,ONLINE_STATIC_SITE,LIVE_WEBSITE_SHELL_OR_ASSET,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
assets/logos/usfs.png,assets/logos,usfs.png,.png,283629,0.270,TRUE,,83de455f877bf6d765c7dece8aee652adca909d9cdf5f792647ef969698eb3c3,online_static_site_asset,ONLINE_STATIC_SITE,LIVE_WEBSITE_SHELL_OR_ASSET,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
assets/logos/WILDLIFE-LOGO.png,assets/logos,WILDLIFE-LOGO.png,.png,59204,0.056,TRUE,,a5aed7983b4bb46d306bbc3281c4f8abb7601177fdf8850e24d94e640dd4b481,online_static_site_asset,ONLINE_STATIC_SITE,LIVE_WEBSITE_SHELL_OR_ASSET,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
audit-normalized-staging.js,,audit-normalized-staging.js,.js,7620,0.007,TRUE,,673ef796a9a4cdcc8b35ca968740219f35a9b96ab6c1f5f9af293e566a1b0880,unclear_project_file,KEEP_IN_GITHUB,SMALL_PROJECT_FILE,FALSE,FALSE,TRUE,FALSE,FALSE,
audit_2026_completeness.js,,audit_2026_completeness.js,.js,4640,0.004,TRUE,,09542f75bc94e6b5870434efbd7722202ed8da24a3bee4840c606ffbf21d62d3,unclear_project_file,KEEP_IN_GITHUB,SMALL_PROJECT_FILE,FALSE,FALSE,TRUE,FALSE,FALSE,
boundary-resolver.js,,boundary-resolver.js,.js,13702,0.013,TRUE,,40b812027d4ab1e7619275d0bb68a790ba0b0cbc4b1f7c0c472d8a88b2cd4606,online_static_site_asset,ONLINE_STATIC_SITE,LIVE_WEBSITE_SHELL_OR_ASSET,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
build-coverage-matrix.js,,build-coverage-matrix.js,.js,6442,0.006,TRUE,,fd3b07957ed961e55943811468b2bbe1e04a9840e2c2760fc04be15958a5e04c,unclear_project_file,KEEP_IN_GITHUB,SMALL_PROJECT_FILE,FALSE,FALSE,TRUE,FALSE,FALSE,
builder.html,,builder.html,.html,558,0.001,TRUE,,0592ba5beb92967afb321ea1bac98735b2a7e81b10df5772b690b2b23f655e9c,online_static_site_asset,ONLINE_STATIC_SITE,LIVE_WEBSITE_SHELL_OR_ASSET,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
Canonical JSON rules.md,,Canonical JSON rules.md,.md,742,0.001,TRUE,,9abb9cff0ac0e06d10b5d06eff9cecf6c18e69f5f4f51e382ba7355548344c98,documentation_or_schema,KEEP_IN_GITHUB_DOC_OR_SCHEMA,DOC_OR_SCHEMA,FALSE,FALSE,TRUE,FALSE,FALSE,
canonical/boundary-id-alignment-reconcile-2026-20260508_143652.json,canonical,boundary-id-alignment-reconcile-2026-20260508_143652.json,.json,23731,0.023,TRUE,,f410128fcbee57d7324c8df99ca7041b542ffc39041ea4524aa0c413a894aba9,canonical_or_site_data,KEEP_IN_GITHUB_SMALL_CANONICAL_DATA,SMALL_CANONICAL_JSON,FALSE,FALSE,TRUE,FALSE,FALSE,
canonical/boundary-id-alignment-reconcile-2026-20260508_143854.json,canonical,boundary-id-alignment-reconcile-2026-20260508_143854.json,.json,6468,0.006,TRUE,,032ab4d578f68f09fcee779d07fc344fc0f9a5044063c1fb26d376617eb64ab0,canonical_or_site_data,KEEP_IN_GITHUB_SMALL_CANONICAL_DATA,SMALL_CANONICAL_JSON,FALSE,FALSE,TRUE,FALSE,FALSE,
canonical/canonical-field-usage-map.json,canonical,canonical-field-usage-map.json,.json,347969,0.332,TRUE,,062d4f16d7881fcc3bcc7d280cee6830ae6297436f2e5fcf73666051ac117b7c,canonical_or_site_data,KEEP_IN_GITHUB_SMALL_CANONICAL_DATA,SMALL_CANONICAL_JSON,FALSE,FALSE,TRUE,FALSE,FALSE,
canonical/canonical-rebuild-coverage.json,canonical,canonical-rebuild-coverage.json,.json,754007,0.719,TRUE,,792e8aed9d6726b3a57ab5849d09594a3ba9d0aaf90a72c90f6a1daf1b959fd3,canonical_or_site_data,KEEP_IN_GITHUB_SMALL_CANONICAL_DATA,SMALL_CANONICAL_JSON,FALSE,FALSE,TRUE,FALSE,FALSE,
canonical/composite-synthetic-boundary-id-assign-2026-20260508_144635.json,canonical,composite-synthetic-boundary-id-assign-2026-20260508_144635.json,.json,16591,0.016,TRUE,,148927c63b1b636dcdb55cbe41daf2ee5c5b97ee3ed6e92a1d14a09092c7132e,canonical_or_site_data,KEEP_IN_GITHUB_SMALL_CANONICAL_DATA,SMALL_CANONICAL_JSON,FALSE,FALSE,TRUE,FALSE,FALSE,
canonical/data-drop-audit-report.json,canonical,data-drop-audit-report.json,.json,46687,0.045,TRUE,,66e0444d632fe32a5afcd3f5f365c3c2f967fd019259143e5f2b8981e6caec4f,canonical_or_site_data,KEEP_IN_GITHUB_SMALL_CANONICAL_DATA,SMALL_CANONICAL_JSON,FALSE,FALSE,TRUE,FALSE,FALSE,
canonical/eb3038-ladder-debug-report.json,canonical,eb3038-ladder-debug-report.json,.json,50437,0.048,TRUE,,75b7d9deadc0e0b85b41b22b9be9f0b13a102de4f64771d2def5bd4a4490a54b,canonical_or_site_data,KEEP_IN_GITHUB_SMALL_CANONICAL_DATA,SMALL_CANONICAL_JSON,FALSE,FALSE,TRUE,FALSE,FALSE,
canonical/four-page-canonical-coverage.json,canonical,four-page-canonical-coverage.json,.json,754007,0.719,TRUE,,792e8aed9d6726b3a57ab5849d09594a3ba9d0aaf90a72c90f6a1daf1b959fd3,canonical_or_site_data,KEEP_IN_GITHUB_SMALL_CANONICAL_DATA,SMALL_CANONICAL_JSON,FALSE,FALSE,TRUE,FALSE,FALSE,
canonical/hard-copies-2026.json,canonical,hard-copies-2026.json,.json,153668,0.147,TRUE,,fe5a4ca1d887c166a45d05ca1a7a672e52f90ab8fe0c9a6bb36664d7f1774db6,canonical_or_site_data,KEEP_IN_GITHUB_SMALL_CANONICAL_DATA,SMALL_CANONICAL_JSON,FALSE,FALSE,TRUE,FALSE,FALSE,
canonical/hunt-planner-2026.json,canonical,hunt-planner-2026.json,.json,5466929,5.214,TRUE,,fd88a1318a5d21e568a4b461261db5b63190691b2b0ea1b1b0978be09d5152bb,canonical_or_site_data,ONLINE_STATIC_SITE,FRONTEND_CANONICAL_DATA_REFERENCE,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_DIFFERENT_HASH
canonical/hunt-research-2026.json,canonical,hunt-research-2026.json,.json,104846,0.100,TRUE,,8178e64f15c6ac539f417999e0366e4e9431fa6ac9dc13f75d221aa961fe405e,canonical_or_site_data,KEEP_IN_GITHUB_SMALL_CANONICAL_DATA,SMALL_CANONICAL_JSON,FALSE,FALSE,TRUE,FALSE,FALSE,
canonical/outfitter-verification-2026.json,canonical,outfitter-verification-2026.json,.json,952122,0.908,TRUE,,041fb74bd527044969b203ba7f4a1f5a58184e6a0141475edfdaf4b3091ba518,canonical_or_site_data,KEEP_IN_GITHUB_SMALL_CANONICAL_DATA,SMALL_CANONICAL_JSON,FALSE,FALSE,TRUE,FALSE,FALSE,
canonical/permit-allocation-2026-integrity-report.json,canonical,permit-allocation-2026-integrity-report.json,.json,15336,0.015,TRUE,,3bf49bfda439246fa82da946c3945416539956fda8ba232f7df547974a7f4c56,canonical_or_site_data,KEEP_IN_GITHUB_SMALL_CANONICAL_DATA,SMALL_CANONICAL_JSON,FALSE,FALSE,TRUE,FALSE,FALSE,
canonical/runtime-preservation-matrix.json,canonical,runtime-preservation-matrix.json,.json,133601,0.127,TRUE,,b916156de9c7861d41bab8e5edce8e37482e69dc9ba3866a624ba8f2c3358bab,canonical_or_site_data,KEEP_IN_GITHUB_SMALL_CANONICAL_DATA,SMALL_CANONICAL_JSON,FALSE,FALSE,TRUE,FALSE,FALSE,
canonical/shared-2026.json,canonical,shared-2026.json,.json,15286,0.015,TRUE,,f239d7783df5c1909f051162cef930f9aa748b29779ca6606ae6cf5aec8c91e1,canonical_or_site_data,KEEP_IN_GITHUB_SMALL_CANONICAL_DATA,SMALL_CANONICAL_JSON,FALSE,FALSE,TRUE,FALSE,FALSE,
canonical/spin-off-cleanup-phase2-final-manifest-20260508.json,canonical,spin-off-cleanup-phase2-final-manifest-20260508.json,.json,21740,0.021,TRUE,,18900ef1b82cc23961cf0397daff4aa4400dc695231efc8445888bdcd9e15e69,canonical_or_site_data,KEEP_IN_GITHUB_SMALL_CANONICAL_DATA,SMALL_CANONICAL_JSON,FALSE,FALSE,TRUE,FALSE,FALSE,
canonical/spin-off-cleanup-promotion-20260508.json,canonical,spin-off-cleanup-promotion-20260508.json,.json,2369,0.002,TRUE,,af1166203509de4ecbdb2bb596d63784d4f0a21a2f89358ac89ad83b751c8687,canonical_or_site_data,KEEP_IN_GITHUB_SMALL_CANONICAL_DATA,SMALL_CANONICAL_JSON,FALSE,FALSE,TRUE,FALSE,FALSE,
canonical/spin-off-fragment-assembly-20260508.json,canonical,spin-off-fragment-assembly-20260508.json,.json,7157,0.007,TRUE,,92ea90d1af4dafcb376ebacd1307b32cd3d24cc940549af7c8419507315248a6,canonical_or_site_data,KEEP_IN_GITHUB_SMALL_CANONICAL_DATA,SMALL_CANONICAL_JSON,FALSE,FALSE,TRUE,FALSE,FALSE,
catalog-raw-backups.js,,catalog-raw-backups.js,.js,6265,0.006,TRUE,,bd2c9658e74354503ff55150513d14b21881d053ba130131bd809f1730dfec40,unclear_project_file,KEEP_IN_GITHUB,SMALL_PROJECT_FILE,FALSE,FALSE,TRUE,FALSE,FALSE,
certs/localhost.crt,certs,localhost.crt,.crt,1196,0.001,TRUE,,db3b59c94581fe34e2402f52bd760f10f41f115dd39283dd171ac98e1ad41065,unclear_project_file,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,
certs/localhost.key,certs,localhost.key,.key,1702,0.002,TRUE,,b7d289e52676cd02dba3600531fca25864ec6c593890341f4b8e387f14a8318a,unclear_project_file,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,
CNAME,,CNAME,,23,0.000,TRUE,,8a2d4b6b17febb2365cea3205dbc65aba6926004fef054055036ebfe8ffe1521,online_static_site_asset,ONLINE_STATIC_SITE,LIVE_WEBSITE_SHELL_OR_ASSET,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
config.js,,config.js,.js,22523,0.021,TRUE,,74f21ac3b95bff3fd7bc6e4865530a94009629e921122c9af08e0ecda7b527c9,online_static_site_asset,ONLINE_STATIC_SITE,LIVE_WEBSITE_SHELL_OR_ASSET,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
config.local.js,,config.local.js,.js,1617,0.002,TRUE,,c827c48ba5575c7f50a5eb60992c7175f209489241096002173af2522cff76c9,unclear_project_file,KEEP_IN_GITHUB,SMALL_PROJECT_FILE,FALSE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_DIFFERENT_HASH
coverage.html,,coverage.html,.html,8959,0.009,TRUE,,73763c96e0765c051bfc11163f30ba851e71c83a196519f8eb1ca8fddbed4f00,online_static_site_asset,ONLINE_STATIC_SITE,LIVE_WEBSITE_SHELL_OR_ASSET,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
coverage.js,,coverage.js,.js,6742,0.006,TRUE,,84bf4ca133ee154319e1319ce8c766da44b51013fda6fc63ebd0364bc1e191bf,online_static_site_asset,ONLINE_STATIC_SITE,LIVE_WEBSITE_SHELL_OR_ASSET,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_DIFFERENT_HASH
data.js,,data.js,.js,20854,0.020,TRUE,,5f7454d7e4dfab6c1992b0d7946a81f1e2c5074ffbdf009a5e102fd61dd26c52,online_static_site_asset,ONLINE_STATIC_SITE,LIVE_WEBSITE_SHELL_OR_ASSET,TRUE,FALSE,TRUE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
