research_record_id,source_record_id,source_document_id,record_type,source_role,boundary_alignment_role,mapping_scope,hunt_code,boundary_id,hunt_code_mapping_status,boundary_id_mapping_status,candidate_hunt_code,candidate_boundary_id,candidate_historical_hunt_code,candidate_historical_relationship,candidate_match_status,candidate_hunt_name,candidate_species,candidate_sex_type,candidate_weapon,candidate_hunt_type,candidate_season,candidate_permits_2026_res,candidate_permits_2026_nr,candidate_permits_2026_total,candidate_permits_2026_source,source_title,source_species,source_category,source_organization,source_group,source_area,source_condition,year_start,year_end,public_visible,prediction_engine_source,source_pdf,source_page,source_repo_path,source_file_status,source_sha256,file_size_bytes,source_row_count,source_unique_hunt_codes,source_unique_boundary_ids,source_page_count,source_sheet_count,source_filename_years,source_path_years,source_file_modified_utc,permit_allotment_2026_promotion_status,permit_allotment_2026_promotion_notes,data_status,source_truth_status,mapping_review_required,mapping_method,mapping_notes,original_notes
research_library_0011,permit_2022_2024_conservation_0001,,permit_allocation,LIBRARY_CATALOG_SOURCE,ROW_LEVEL_CANDIDATE_BOUNDARY_ALIGNMENT,PERMIT_ALLOCATION_ROW,,,HISTORICAL_PREFIX_REVIEW_REQUIRED,HISTORICAL_PREFIX_REVIEW_REQUIRED,BR7303,52,,,MATCH_REVIEW,Manti North,Black Bear,Either Sex,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",13,1,14,,"2022-2024 Mule Deer Foundation Black Bear - Central Mtns, Manti-North",Black Bear,Conservation Permits,Mule Deer Foundation,MDF,"Central Mtns, Manti-North",Multiseason,2022,2024,NO,YES,2022-24_conservation_permits.pdf,1,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,,,,,,,,,2022,2022|2024,,NOT_PROMOTED_CATALOG_REVIEW_REQUIRED,Catalog/candidate row only. Permit values must not feed 2026 available allotment without reviewed source-date context and explicit promotion step.,extracted_permit_row,CATALOG_ONLY_NOT_TRUTH,YES,candidate_from_library_database_reconciliation_not_promoted,Candidate only. The 2022-2024 conservation rows predate/current-prefix changes; current hunt_code and boundary_id require reviewed crosswalk promotion.,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.
research_library_0012,permit_2022_2024_conservation_0002,,permit_allocation,LIBRARY_CATALOG_SOURCE,ROW_LEVEL_CANDIDATE_BOUNDARY_ALIGNMENT,PERMIT_ALLOCATION_ROW,,,HISTORICAL_PREFIX_REVIEW_REQUIRED,HISTORICAL_PREFIX_REVIEW_REQUIRED,BR7304,744,,,MATCH_REVIEW,Manti South/San Rafael North,Black Bear,Either Sex,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",18,2,20,,"2022-2024 Mule Deer Foundation Black Bear - Central Mtns, Manti-South/San Rafael, North",Black Bear,Conservation Permits,Mule Deer Foundation,MDF,"Central Mtns, Manti-South/San Rafael, North",Multiseason,2022,2024,NO,YES,2022-24_conservation_permits.pdf,1,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,,,,,,,,,2022,2022|2024,,NOT_PROMOTED_CATALOG_REVIEW_REQUIRED,Catalog/candidate row only. Permit values must not feed 2026 available allotment without reviewed source-date context and explicit promotion step.,extracted_permit_row,CATALOG_ONLY_NOT_TRUTH,YES,candidate_from_library_database_reconciliation_not_promoted,Candidate only. The 2022-2024 conservation rows predate/current-prefix changes; current hunt_code and boundary_id require reviewed crosswalk promotion.,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.
research_library_0013,permit_2022_2024_conservation_0003,,permit_allocation,LIBRARY_CATALOG_SOURCE,ROW_LEVEL_CANDIDATE_BOUNDARY_ALIGNMENT,PERMIT_ALLOCATION_ROW,,,HISTORICAL_PREFIX_REVIEW_REQUIRED,HISTORICAL_PREFIX_REVIEW_REQUIRED,BR7304,744,,,MATCH_REVIEW,Manti South/San Rafael North,Black Bear,Either Sex,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",18,2,20,,"2022-2024 Mule Deer Foundation Black Bear - Central Mtns, Manti-South/San Rafael, North",Black Bear,Conservation Permits,Mule Deer Foundation,MDF,"Central Mtns, Manti-South/San Rafael, North",Multiseason,2022,2024,NO,YES,2022-24_conservation_permits.pdf,1,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,,,,,,,,,2022,2022|2024,,NOT_PROMOTED_CATALOG_REVIEW_REQUIRED,Catalog/candidate row only. Permit values must not feed 2026 available allotment without reviewed source-date context and explicit promotion step.,extracted_permit_row,CATALOG_ONLY_NOT_TRUTH,YES,candidate_from_library_database_reconciliation_not_promoted,Candidate only. The 2022-2024 conservation rows predate/current-prefix changes; current hunt_code and boundary_id require reviewed crosswalk promotion.,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.
research_library_0014,permit_2022_2024_conservation_0004,,permit_allocation,LIBRARY_CATALOG_SOURCE,ROW_LEVEL_CANDIDATE_BOUNDARY_ALIGNMENT,PERMIT_ALLOCATION_ROW,,,HISTORICAL_PREFIX_REVIEW_REQUIRED,HISTORICAL_PREFIX_REVIEW_REQUIRED,BR7316,448,,,AMBIGUOUS_DATABASE_MATCH,Wasatch Mtns West-Central,Black Bear,Either Sex,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",14,1,15,,"2022-2024 Mule Deer Foundation Black Bear - Central Mtns, Nebo",Black Bear,Conservation Permits,Mule Deer Foundation,MDF,"Central Mtns, Nebo",Multiseason,2022,2024,NO,YES,2022-24_conservation_permits.pdf,1,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,,,,,,,,,2022,2022|2024,,NOT_PROMOTED_CATALOG_REVIEW_REQUIRED,Catalog/candidate row only. Permit values must not feed 2026 available allotment without reviewed source-date context and explicit promotion step.,extracted_permit_row,CATALOG_ONLY_NOT_TRUTH,YES,candidate_from_library_database_reconciliation_not_promoted,Candidate only. The 2022-2024 conservation rows predate/current-prefix changes; current hunt_code and boundary_id require reviewed crosswalk promotion.,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.
research_library_0015,permit_2022_2024_conservation_0005,,permit_allocation,LIBRARY_CATALOG_SOURCE,ROW_LEVEL_CANDIDATE_BOUNDARY_ALIGNMENT,PERMIT_ALLOCATION_ROW,,,HISTORICAL_PREFIX_REVIEW_REQUIRED,HISTORICAL_PREFIX_REVIEW_REQUIRED,BR7324,610,,,AMBIGUOUS_DATABASE_MATCH,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,Either Sex,Multiseason,Conservation,"March 29 - May 26, 2025 | Jul 5 - 31, 2025 | Aug 1 - 31, 2025 | Sept 1 - Oct 26, 2025 | Nov 3 - 9, 2025 | Sept 1 - Oct 26, 2025",,,,,2022-2024 Mule Deer Foundation Black Bear - Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,Conservation Permits,Mule Deer Foundation,MDF,Chalk Creek/East Canyon/Morgan-South Rich,Multiseason,2022,2024,NO,YES,2022-24_conservation_permits.pdf,1,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,,,,,,,,,2022,2022|2024,,NOT_PROMOTED_CATALOG_REVIEW_REQUIRED,Catalog/candidate row only. Permit values must not feed 2026 available allotment without reviewed source-date context and explicit promotion step.,extracted_permit_row,CATALOG_ONLY_NOT_TRUTH,YES,candidate_from_library_database_reconciliation_not_promoted,Candidate only. The 2022-2024 conservation rows predate/current-prefix changes; current hunt_code and boundary_id require reviewed crosswalk promotion.,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.
research_library_0016,permit_2022_2024_conservation_0006,,permit_allocation,LIBRARY_CATALOG_SOURCE,ROW_LEVEL_CANDIDATE_BOUNDARY_ALIGNMENT,PERMIT_ALLOCATION_ROW,,,HISTORICAL_PREFIX_REVIEW_REQUIRED,HISTORICAL_PREFIX_REVIEW_REQUIRED,BR7307,684,,,MATCH_HIGH,La Sal,Black Bear,Either Sex,Multiseason,Multiseason - Conservation,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Nov 2 - Nov. 8, 2026",,,,,2022-2024 Mule Deer Foundation Black Bear - La Sal,Black Bear,Conservation Permits,Mule Deer Foundation,MDF,La Sal,Multiseason,2022,2024,NO,YES,2022-24_conservation_permits.pdf,1,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,,,,,,,,,2022,2022|2024,,NOT_PROMOTED_CATALOG_REVIEW_REQUIRED,Catalog/candidate row only. Permit values must not feed 2026 available allotment without reviewed source-date context and explicit promotion step.,extracted_permit_row,CATALOG_ONLY_NOT_TRUTH,YES,candidate_from_library_database_reconciliation_not_promoted,Candidate only. The 2022-2024 conservation rows predate/current-prefix changes; current hunt_code and boundary_id require reviewed crosswalk promotion.,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.
research_library_0017,permit_2022_2024_conservation_0007,,permit_allocation,LIBRARY_CATALOG_SOURCE,ROW_LEVEL_CANDIDATE_BOUNDARY_ALIGNMENT,PERMIT_ALLOCATION_ROW,,,HISTORICAL_PREFIX_REVIEW_REQUIRED,HISTORICAL_PREFIX_REVIEW_REQUIRED,BR7307,684,,,MATCH_HIGH,La Sal,Black Bear,Either Sex,Multiseason,Multiseason - Conservation,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Nov 2 - Nov. 8, 2026",,,,,2022-2024 Mule Deer Foundation Black Bear - La Sal,Black Bear,Conservation Permits,Mule Deer Foundation,MDF,La Sal,Multiseason,2022,2024,NO,YES,2022-24_conservation_permits.pdf,1,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,,,,,,,,,2022,2022|2024,,NOT_PROMOTED_CATALOG_REVIEW_REQUIRED,Catalog/candidate row only. Permit values must not feed 2026 available allotment without reviewed source-date context and explicit promotion step.,extracted_permit_row,CATALOG_ONLY_NOT_TRUTH,YES,candidate_from_library_database_reconciliation_not_promoted,Candidate only. The 2022-2024 conservation rows predate/current-prefix changes; current hunt_code and boundary_id require reviewed crosswalk promotion.,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.
research_library_0018,permit_2022_2024_conservation_0008,,permit_allocation,LIBRARY_CATALOG_SOURCE,ROW_LEVEL_CANDIDATE_BOUNDARY_ALIGNMENT,PERMIT_ALLOCATION_ROW,,,HISTORICAL_PREFIX_REVIEW_REQUIRED,HISTORICAL_PREFIX_REVIEW_REQUIRED,BR7317,615,,,MATCH_HIGH,Nine Mile,Black Bear,Either Sex,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",9,1,10,,2022-2024 Mule Deer Foundation Black Bear - Nine Mile,Black Bear,Conservation Permits,Mule Deer Foundation,MDF,Nine Mile,Multiseason,2022,2024,NO,YES,2022-24_conservation_permits.pdf,1,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,,,,,,,,,2022,2022|2024,,NOT_PROMOTED_CATALOG_REVIEW_REQUIRED,Catalog/candidate row only. Permit values must not feed 2026 available allotment without reviewed source-date context and explicit promotion step.,extracted_permit_row,CATALOG_ONLY_NOT_TRUTH,YES,candidate_from_library_database_reconciliation_not_promoted,Candidate only. The 2022-2024 conservation rows predate/current-prefix changes; current hunt_code and boundary_id require reviewed crosswalk promotion.,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.
research_library_0019,permit_2022_2024_conservation_0009,,permit_allocation,LIBRARY_CATALOG_SOURCE,ROW_LEVEL_CANDIDATE_BOUNDARY_ALIGNMENT,PERMIT_ALLOCATION_ROW,,,HISTORICAL_PREFIX_REVIEW_REQUIRED,HISTORICAL_PREFIX_REVIEW_REQUIRED,BR7310,455,,,MATCH_HIGH,Boulder/Kaiparowits,Black Bear,Either Sex,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",10,1,11,,"2022-2024 Mule Deer Foundation Black Bear - Plateau, Boulder/Kaiparowits",Black Bear,Conservation Permits,Mule Deer Foundation,MDF,"Plateau, Boulder/Kaiparowits",Multiseason,2022,2024,NO,YES,2022-24_conservation_permits.pdf,1,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,,,,,,,,,2022,2022|2024,,NOT_PROMOTED_CATALOG_REVIEW_REQUIRED,Catalog/candidate row only. Permit values must not feed 2026 available allotment without reviewed source-date context and explicit promotion step.,extracted_permit_row,CATALOG_ONLY_NOT_TRUTH,YES,candidate_from_library_database_reconciliation_not_promoted,Candidate only. The 2022-2024 conservation rows predate/current-prefix changes; current hunt_code and boundary_id require reviewed crosswalk promotion.,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.
research_library_0020,permit_2022_2024_conservation_0010,,permit_allocation,LIBRARY_CATALOG_SOURCE,ROW_LEVEL_CANDIDATE_BOUNDARY_ALIGNMENT,PERMIT_ALLOCATION_ROW,,,HISTORICAL_PREFIX_REVIEW_REQUIRED,HISTORICAL_PREFIX_REVIEW_REQUIRED,BR7312,710,,,MATCH_HIGH,San Juan,Black Bear,Either Sex,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",11,1,12,,2022-2024 Mule Deer Foundation Black Bear - San Juan,Black Bear,Conservation Permits,Mule Deer Foundation,MDF,San Juan,Multiseason,2022,2024,NO,YES,2022-24_conservation_permits.pdf,1,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,,,,,,,,,2022,2022|2024,,NOT_PROMOTED_CATALOG_REVIEW_REQUIRED,Catalog/candidate row only. Permit values must not feed 2026 available allotment without reviewed source-date context and explicit promotion step.,extracted_permit_row,CATALOG_ONLY_NOT_TRUTH,YES,candidate_from_library_database_reconciliation_not_promoted,Candidate only. The 2022-2024 conservation rows predate/current-prefix changes; current hunt_code and boundary_id require reviewed crosswalk promotion.,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.
research_library_0021,permit_2022_2024_conservation_0011,,permit_allocation,LIBRARY_CATALOG_SOURCE,ROW_LEVEL_CANDIDATE_BOUNDARY_ALIGNMENT,PERMIT_ALLOCATION_ROW,,,HISTORICAL_PREFIX_REVIEW_REQUIRED,HISTORICAL_PREFIX_REVIEW_REQUIRED,BR7312,710,,,MATCH_HIGH,San Juan,Black Bear,Either Sex,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",11,1,12,,2022-2024 Mule Deer Foundation Black Bear - San Juan,Black Bear,Conservation Permits,Mule Deer Foundation,MDF,San Juan,Multiseason,2022,2024,NO,YES,2022-24_conservation_permits.pdf,1,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,,,,,,,,,2022,2022|2024,,NOT_PROMOTED_CATALOG_REVIEW_REQUIRED,Catalog/candidate row only. Permit values must not feed 2026 available allotment without reviewed source-date context and explicit promotion step.,extracted_permit_row,CATALOG_ONLY_NOT_TRUTH,YES,candidate_from_library_database_reconciliation_not_promoted,Candidate only. The 2022-2024 conservation rows predate/current-prefix changes; current hunt_code and boundary_id require reviewed crosswalk promotion.,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.
