bucket,hunt_code,hunt_name,species,permit_type,draw_system_type,algorithm_status,present_in_ml_draw_predictions_v1,present_in_draw_reality_engine_predictive_v2,present_in_hunt_master_enriched,present_in_hunt_unit_reference_linked,reason_not_modeled,recommended_action
coverage_seen_not_in_database,CG1001,"Cougar - Statewide OTC (Harvest Reporting: Book Cliffs, East)",Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1002,"Cougar - Statewide OTC (Harvest Reporting: Book Cliffs, Rattlesnake Canyon/Nine Mile, South)",Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1003,"Cougar - Statewide OTC (Harvest Reporting: Box Elder, Pilot Mtn)",Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1004,Cougar - Statewide OTC (Harvest Reporting: Cache),Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1005,"Cougar - Statewide OTC (Harvest Reporting: Fillmore, Oak Creek)",Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1006,Cougar - Statewide OTC (Harvest Reporting: Henry Mtns),Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1007,Cougar - Statewide OTC (Harvest Reporting: Kaiparowits),Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1008,Cougar - Statewide OTC (Harvest Reporting: La Sal Mtns),Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1009,"Cougar - Statewide OTC (Harvest Reporting: Nine Mile, North)",Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1010,"Cougar - Statewide OTC (Harvest Reporting: North Slope, Summit/West Daggett)",Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1011,"Cougar - Statewide OTC (Harvest Reporting: North Slope, Three Corners)",Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1012,Cougar - Statewide OTC (Harvest Reporting: Ogden),Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1013,Cougar - Statewide OTC (Harvest Reporting: Paunsaugunt),Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1014,"Cougar - Statewide OTC (Harvest Reporting: Pine Valley, North)",Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1015,"Cougar - Statewide OTC (Harvest Reporting: Pine Valley, South)",Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1016,Cougar - Statewide OTC (Harvest Reporting: San Juan),Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1017,Cougar - Statewide OTC (Harvest Reporting: San Rafael),Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1018,Cougar - Statewide OTC (Harvest Reporting: Bonanza/Diamond Mtn/Vernal),Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1019,Cougar - Statewide OTC (Harvest Reporting: Yellowstone),Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1020,Cougar - Statewide OTC (Harvest Reporting: Southwest Desert),Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1021,"Cougar - Statewide OTC (Harvest Reporting: Wasatch Mtns, Avintaquin/Currant Creek)",Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1022,"Cougar - Statewide OTC (Harvest Reporting: Wasatch Mtns, Cascade)",Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1023,"Cougar - Statewide OTC (Harvest Reporting: Wasatch Mtns, Timpanogos)",Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1024,"Cougar - Statewide OTC (Harvest Reporting: West Desert, Mountain Ranges)",Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1025,Cougar - Statewide OTC (Harvest Reporting: Zion),Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1026,"Cougar - Statewide OTC (Harvest Reporting: San Juan, Desert)",Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1027,"Cougar - Statewide OTC (Harvest Reporting: San Juan, Mountains)",Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1028,"Cougar - Statewide OTC (Harvest Reporting: Wasatch Mtns, Salt Lake)",Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1029,"Cougar - Statewide OTC (Harvest Reporting: Oquirrh-Stansbury, East)",Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,IN_SCOPE_MODEL_PENDING|MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1030,"Cougar - Statewide OTC (Harvest Reporting: Beaver, East)",Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1031,"Cougar - Statewide OTC (Harvest Reporting: Beaver, West)",Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1032,"Cougar - Statewide OTC (Harvest Reporting: Oquirrh-Stansbury, West)",Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1033,Cougar - Statewide OTC (Harvest Reporting: Chalk Creek),Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1034,Cougar - Statewide OTC (Harvest Reporting: Kamas),Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,IN_SCOPE_MODEL_PENDING|MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG1035,"Cougar - Statewide OTC (Harvest Reporting: Beaver, Mineral Mountains)",Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG7501,Cougar - Statewide OTC (Harvest Reporting: Chalk Creek/Kamas),Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG7502,Cougar - Statewide OTC (Harvest Reporting: East Canyon),Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,IN_SCOPE_MODEL_PENDING|MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG7503,,,,MOUNTAIN_LION_DRAW,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG7504,Cougar - Statewide OTC (Harvest Reporting: Oquirrh-Stansbury),Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG7506,,,,MOUNTAIN_LION_DRAW,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG7600,Cougar - Statewide OTC (Harvest Reporting: Beaver),Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG7601,"Cougar - Statewide OTC (Harvest Reporting: Box Elder, Desert)",Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG7602,"Cougar - Statewide OTC (Harvest Reporting: West Desert, Tintic-Vernon)",Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,IN_SCOPE_MODEL_PENDING|MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG7603,"Cougar - Statewide OTC (Harvest Reporting: Box Elder, Raft River)",Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,IN_SCOPE_MODEL_PENDING|MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG7605,Cougar - Statewide OTC (Harvest Reporting: Nebo (excluding West Face)),Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,IN_SCOPE_MODEL_PENDING|MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG7606,Cougar - Statewide OTC (Harvest Reporting: Nebo-West Face),Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG7607,Cougar - Statewide OTC (Harvest Reporting: Northeast Manti),Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG7609,Cougar - Statewide OTC (Harvest Reporting: Southeast Manti),Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG7610,"Cougar - Statewide OTC (Harvest Reporting: East Canyon, Davis)",Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,IN_SCOPE_MODEL_PENDING|MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG7611,"Cougar - Statewide OTC (Harvest Reporting: Fillmore, Pahvant)",Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG7612,Cougar - Statewide OTC (Harvest Reporting: Monroe),Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,IN_SCOPE_MODEL_PENDING|MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG7613,Cougar - Statewide OTC (Harvest Reporting: Mt Dutton),Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG7615,Cougar - Statewide OTC (Harvest Reporting: Panguitch Lake),Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG7618,Cougar - Statewide OTC (Harvest Reporting: Boulder),Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG7619,Cougar - Statewide OTC (Harvest Reporting: Fishlake),Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,CG7620,Cougar - Statewide OTC (Harvest Reporting: Thousand Lakes),Cougar,Statewide OTC,MOUNTAIN_LION_DRAW,MODELED_AVAILABILITY,YES,YES,YES,YES,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,DA1000,,,,PREFERENCE_ANTLERLESS_DEER,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,DA1004,,,,PREFERENCE_ANTLERLESS_DEER,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,DA1007,,,,PREFERENCE_ANTLERLESS_DEER,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,DA1017,,,,PREFERENCE_ANTLERLESS_DEER,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,DA1026,,,,PREFERENCE_ANTLERLESS_DEER,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,DA1028,,,,PREFERENCE_ANTLERLESS_DEER,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,DA1029,,,,PREFERENCE_ANTLERLESS_DEER,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,DA1039,,,,PREFERENCE_ANTLERLESS_DEER,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,DA1040,,,,PREFERENCE_ANTLERLESS_DEER,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,DA1043,,,,PREFERENCE_ANTLERLESS_DEER,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,DA1044,,,,PREFERENCE_ANTLERLESS_DEER,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,DB1027,,,,BONUS_LE_BIG_GAME|BONUS_OIL_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,DB1036,,,,BONUS_LE_BIG_GAME|BONUS_OIL_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,DB1059,,,,BONUS_LE_BIG_GAME|BONUS_OIL_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,DB1082,,,,BONUS_LE_BIG_GAME|BONUS_OIL_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,DB1088,,,,BONUS_LE_BIG_GAME|BONUS_OIL_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
coverage_seen_not_in_database,DB1089,,,,BONUS_LE_BIG_GAME|BONUS_OIL_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Keep in coverage history unless a current canonical mapping is restored.
