path,directory,file_name,extension,size_bytes,size_mb,git_tracked,modified_status,sha256,likely_file_role,recommended_action,reason_code,online_needed,cloudflare_needed,github_needed,local_archive_needed,delete_candidate,notes
data/2026MountainGoatOnce_in_a_Lifetime SHAPE/a5a178.dbf,data/2026MountainGoatOnce_in_a_Lifetime SHAPE,a5a178.dbf,.dbf,17988,0.017,TRUE,,8e7f21445122e2544a5fcb1b25f48719627147aed93e37f8d4d64ae61d56b32b,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,
data/2026MountainGoatOnce_in_a_Lifetime SHAPE/a5a178.prj,data/2026MountainGoatOnce_in_a_Lifetime SHAPE,a5a178.prj,.prj,427,0.000,TRUE,,71c125e355ef7e1cba72ea4c3efe85ed18f93b810238aea60d78d8a685f94679,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,
data/2026MountainGoatOnce_in_a_Lifetime SHAPE/a5a178.shp,data/2026MountainGoatOnce_in_a_Lifetime SHAPE,a5a178.shp,.shp,599156,0.571,TRUE,,47558e32f8233a69adae967337f54e09f46ca66160fe8a49020cd26782cdc641,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,
data/2026MountainGoatOnce_in_a_Lifetime SHAPE/a5a178.shx,data/2026MountainGoatOnce_in_a_Lifetime SHAPE,a5a178.shx,.shx,212,0.000,TRUE,,7d3472c2fdbe438f60c46e666479990985734baee670330c06563460c263cef2,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000001.gdbindexes,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000001.gdbindexes,.gdbindexes,110,0.000,TRUE,,80ba95b873e151074244f7655f9e29ce8967aab1bd57ff4c06a329b723a3d46c,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000001.gdbtable,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000001.gdbtable,.gdbtable,412,0.000,TRUE,,7647c66c29073f71fdd27b6ffcd0fba870042f200f51c3deea64c1c313ec1b11,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_DIFFERENT_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000001.gdbtablx,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000001.gdbtablx,.gdbtablx,5152,0.005,TRUE,,698c63edfbb0520fe7f08cde8193ea1125a88f5460ed9ffd358868ed5e29dc12,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_DIFFERENT_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000001.TablesByName.atx,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000001.TablesByName.atx,.atx,4118,0.004,TRUE,,cda727ab96782c7c3ee8e406a47e82046a6d8fa77a8cbf7f1f175f3dcde01b69,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_DIFFERENT_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000002.gdbtable,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000002.gdbtable,.gdbtable,2055,0.002,TRUE,,9efa50dc62a40e109a546054943ae5ad4b3d41aa81ece0dfa026b7b23cb09da8,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000002.gdbtablx,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000002.gdbtablx,.gdbtablx,5152,0.005,TRUE,,f3ac9865dec6ab40e73d91dd1f5c2eef0248e66e359d4abb1d97edba92b5df88,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000003.gdbindexes,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000003.gdbindexes,.gdbindexes,42,0.000,TRUE,,de0911d18e2f304380c04ae123ea18057d262d788301f7cc3148298231c7c618,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000003.gdbtable,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000003.gdbtable,.gdbtable,1042,0.001,TRUE,,459d6bda175823d41e5449ef0143052b76b1d4a27c170f7c6a18417c5568b1e6,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_DIFFERENT_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000003.gdbtablx,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000003.gdbtablx,.gdbtablx,5152,0.005,TRUE,,bed53c3daa2760b9ae53974b6a31bfda0f5a75b2440021ae055ae41c1c311cdb,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_DIFFERENT_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000004.CatItemsByPhysicalName.atx,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000004.CatItemsByPhysicalName.atx,.atx,4118,0.004,TRUE,,76f22602bb241245b1a02d7cc6b95c1aeabcfdd797271ddc3ce08d635344db8a,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_DIFFERENT_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000004.CatItemsByType.atx,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000004.CatItemsByType.atx,.atx,4118,0.004,TRUE,,62e8b54f09ae2d7f840f4830ccf90a734d200b2a88106b7d21cf4c6260050e56,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000004.FDO_UUID.atx,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000004.FDO_UUID.atx,.atx,4118,0.004,TRUE,,9cc64dabd8de21e6187e4732746516616fc83ec0d53b4cb49e6da8f6263f2a4c,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_DIFFERENT_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000004.gdbindexes,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000004.gdbindexes,.gdbindexes,310,0.000,TRUE,,f29887c93b126a3feb0e20958cd73cc774f76ab79284b9c7286dc12eb05db858,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000004.gdbtable,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000004.gdbtable,.gdbtable,6597,0.006,TRUE,,0cc24c917a0790d3ef3c6997a56bb936ad6a4aca1f5741cbddbc8f269359a712,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_DIFFERENT_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000004.gdbtablx,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000004.gdbtablx,.gdbtablx,5152,0.005,TRUE,,8effdf6860de8bdcbe7f952c9b6110aeb02b7f58d7492efa8348206edb8467d3,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_DIFFERENT_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000004.horizon,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000004.horizon,.horizon,32,0.000,TRUE,,9fab34115b351a30fb6adb5818d8f08e4dd3a024b7247dbbc61c56929ab6e223,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000004.spx,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000004.spx,.spx,4118,0.004,TRUE,,027866f78134de031571290fab2599ab7879bd7df84030ee324b233b891058aa,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000005.CatItemTypesByName.atx,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000005.CatItemTypesByName.atx,.atx,12310,0.012,TRUE,,fa68c4a3b2c0684943dc5522473bbb6f7a7b97c1d0d76adefa674b21474c28e9,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_DIFFERENT_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000005.CatItemTypesByParentTypeID.atx,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000005.CatItemTypesByParentTypeID.atx,.atx,4118,0.004,TRUE,,5f138bdc4a11cec191ff9355d9c56f6f6d40278732f93ca42d0a34b7d54e12bb,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_DIFFERENT_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000005.CatItemTypesByUUID.atx,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000005.CatItemTypesByUUID.atx,.atx,4118,0.004,TRUE,,8d5aeba32c803e4ccaa8b2fadb4b94dfe24fe3c049fe62028156cd5755ef3517,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_DIFFERENT_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000005.gdbindexes,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000005.gdbindexes,.gdbindexes,296,0.000,TRUE,,c21e650994b48cc72d174b3caf2ac1bd19e2d7305c8087aaae97e24caecf98a5,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000005.gdbtable,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000005.gdbtable,.gdbtable,2071,0.002,TRUE,,050394e41a9bdaf24ac211197c1d0f8355ee1ef955667c464fd7cb795fcebffc,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_DIFFERENT_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000005.gdbtablx,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000005.gdbtablx,.gdbtablx,5152,0.005,TRUE,,92b0cecc32c38a29443e1c80fe15fdb3025df11317ec77b4fe424360a0931445,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_DIFFERENT_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000006.CatRelsByDestinationID.atx,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000006.CatRelsByDestinationID.atx,.atx,4118,0.004,TRUE,,8a34763f7052ed9b4ff49d5b478ab2feaf666e27adfe1ac9ad3520d7364a3cbd,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_DIFFERENT_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000006.CatRelsByOriginID.atx,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000006.CatRelsByOriginID.atx,.atx,4118,0.004,TRUE,,7df08f7520a300890bf56089538b82ecc7b71818f021be88acdd33310342f6f7,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_DIFFERENT_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000006.CatRelsByType.atx,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000006.CatRelsByType.atx,.atx,4118,0.004,TRUE,,6d3e70cde98b562357b052142f673a021f177647763f7cf5b73cc415d671fbfb,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000006.FDO_UUID.atx,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000006.FDO_UUID.atx,.atx,4118,0.004,TRUE,,c4f062522ce9d0a03e6b101c5aa14f8317853f56c2c9a983e9e331deea90ee18,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_DIFFERENT_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000006.gdbindexes,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000006.gdbindexes,.gdbindexes,318,0.000,TRUE,,1919a00326f198a90dc97545ec448c10b2b90d367020222212f7b00433fe09b5,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000006.gdbtable,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000006.gdbtable,.gdbtable,263,0.000,TRUE,,297b6fd3386b7c4b06bae099f3e42c1bcc21b756bc84d0a37ec1ed4ec3790512,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_DIFFERENT_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000006.gdbtablx,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000006.gdbtablx,.gdbtablx,5152,0.005,TRUE,,d9c498cb200741d86e8fd4adbd17f8b5dd4f35abf4dfad3f88239c84ac999d0e,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_SAME_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000007.CatRelTypesByBackwardLabel.atx,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000007.CatRelTypesByBackwardLabel.atx,.atx,12310,0.012,TRUE,,cacf6f073f0c88fec888d14607d1311fbea95ff2d0bbe1ec53231bc6283320f8,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_DIFFERENT_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000007.CatRelTypesByDestItemTypeID.atx,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000007.CatRelTypesByDestItemTypeID.atx,.atx,4118,0.004,TRUE,,b3d588b327a213415eda8df4be8c9ea421b2d299c3d1bae488d05fb75ac5be5a,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_DIFFERENT_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000007.CatRelTypesByForwardLabel.atx,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000007.CatRelTypesByForwardLabel.atx,.atx,12310,0.012,TRUE,,f3973dcc0ae082d08994941232a00b7bc9f9238507a6422fc79ab59a67293248,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_DIFFERENT_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000007.CatRelTypesByName.atx,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000007.CatRelTypesByName.atx,.atx,12310,0.012,TRUE,,e4491dcf00b505297c3e5fe15f05a6f275ab6336c6c4cee920918f3adaaedcf2,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_DIFFERENT_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000007.CatRelTypesByOriginItemTypeID.atx,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000007.CatRelTypesByOriginItemTypeID.atx,.atx,4118,0.004,TRUE,,59313c346b26d8c2ef31a13d0ff186befc224abcdf4d9d6c677b1de84a1e48e3,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_DIFFERENT_HASH
data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb/a00000007.CatRelTypesByUUID.atx,data/2026MountainGoatOnce_in_a_Lifetime2 GEO DATA/eb8470f3-73a0-4156-bf4d-bf9debb03b2d.gdb,a00000007.CatRelTypesByUUID.atx,.atx,4118,0.004,TRUE,,d705a52f010dc7e8d7623ce15960048616630ab008e58c4698e39451965ca3b8,canonical_or_site_data,REVIEW_REQUIRED,ROLE_UNCLEAR,FALSE,FALSE,FALSE,FALSE,FALSE,DUPLICATE_BASENAME_DIFFERENT_HASH
