source,id,title,href,folder_id,type,year,size_bytes,visible_in_public_library,curation_status,recommendation
public_library_allowlist,units2026-hunt-table-pdf-2026-bison-hunter-choice-oil,2026 BISON HUNTER CHOICE O.I.L,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 BISON HUNTER CHOICE O.I.L.pdf,units2026,pdf,2026,5194,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-black-bear-draw,2026 BLACK BEAR DRAW,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 BLACK BEAR DRAW.pdf,units2026,pdf,2026,30357,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-cougar-draw,2026 COUGAR DRAW,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 COUGAR DRAW.pdf,units2026,pdf,2026,2539,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-deer-antlerless-cwmu,2026 DEER ANTLERLESS CWMU,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DEER ANTLERLESS CWMU.pdf,units2026,pdf,2026,3206,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-deer-antlerless-draw-summary,2026 DEER ANTLERLESS DRAW SUMMARY,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DEER ANTLERLESS DRAW SUMMARY.pdf,units2026,pdf,2026,6457,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-deer-antlerless-draw,2026 DEER ANTLERLESS DRAW,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DEER ANTLERLESS DRAW.pdf,units2026,pdf,2026,6464,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-deer-buck-cactus-buck,2026 DEER BUCK CACTUS BUCK,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DEER BUCK CACTUS BUCK.pdf,units2026,pdf,2026,2564,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-deer-buck-conservation-permit,2026 DEER BUCK CONSERVATION PERMIT,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DEER BUCK CONSERVATION PERMIT.pdf,units2026,pdf,2026,3292,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-deer-buck-cwmu,2026 DEER BUCK CWMU,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DEER BUCK CWMU.pdf,units2026,pdf,2026,29337,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-deer-buck-draw,2026 DEER BUCK DRAW,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DEER BUCK DRAW.pdf,units2026,pdf,2026,118932,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-deer-buck-extended-archery,2026 DEER BUCK EXTENDED ARCHERY,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DEER BUCK EXTENDED ARCHERY.pdf,units2026,pdf,2026,2640,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-deer-buck-general-season-private-lands,2026 DEER BUCK GENERAL SEASON PRIVATE LANDS,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DEER BUCK GENERAL SEASON PRIVATE LANDS.pdf,units2026,pdf,2026,5769,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-deer-buck-general-season,2026 DEER BUCK GENERAL SEASON,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DEER BUCK GENERAL SEASON.pdf,units2026,pdf,2026,36620,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-deer-buck-le-management-buck,2026 DEER BUCK L.E MANAGEMENT BUCK,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DEER BUCK L.E MANAGEMENT BUCK.pdf,units2026,pdf,2026,3469,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-deer-buck-le-private-lands-only,2026 DEER BUCK L.E PRIVATE LANDS ONLY,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DEER BUCK L.E PRIVATE LANDS ONLY.pdf,units2026,pdf,2026,4209,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-deer-buck-le,2026 DEER BUCK L.E,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DEER BUCK L.E.pdf,units2026,pdf,2026,19383,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-deer-buck-ple,2026 DEER BUCK P.L.E,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DEER BUCK P.L.E.pdf,units2026,pdf,2026,4504,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-deer-buck-statewide,2026 DEER BUCK STATEWIDE,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DEER BUCK STATEWIDE.pdf,units2026,pdf,2026,2620,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-deer-hunter-choice,2026 DEER HUNTER CHOICE,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DEER HUNTER CHOICE.pdf,units2026,pdf,2026,2630,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-desert-bighorn-sheep-ram-oil-summary,2026 DESERT BIGHORN SHEEP RAM O.I.L SUMMARY,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DESERT BIGHORN SHEEP RAM O.I.L SUMMARY.pdf,units2026,pdf,2026,8802,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-desert-bighorn-sheep-ram-oil,2026 DESERT BIGHORN SHEEP RAM O.I.L,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 DESERT BIGHORN SHEEP RAM O.I.L.pdf,units2026,pdf,2026,8778,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-elk-antlerless-conservation-permit,2026 ELK ANTLERLESS CONSERVATION PERMIT,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK ANTLERLESS CONSERVATION PERMIT.pdf,units2026,pdf,2026,3427,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-elk-antlerless-cwmu,2026 ELK ANTLERLESS CWMU,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK ANTLERLESS CWMU.pdf,units2026,pdf,2026,16143,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-elk-antlerless-draw,2026 ELK ANTLERLESS DRAW,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK ANTLERLESS DRAW.pdf,units2026,pdf,2026,54501,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-elk-antlerless-general-season,2026 ELK ANTLERLESS GENERAL SEASON,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK ANTLERLESS GENERAL SEASON.pdf,units2026,pdf,2026,31372,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-elk-antlerless-private-lands-only,2026 ELK ANTLERLESS PRIVATE LANDS ONLY,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK ANTLERLESS PRIVATE LANDS ONLY.pdf,units2026,pdf,2026,9019,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-elk-bull-all-hunts,2026 ELK BULL ALL HUNTS,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK BULL ALL HUNTS.pdf,units2026,pdf,2026,92458,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-elk-bull-conservation-permit,2026 ELK BULL CONSERVATION PERMIT,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK BULL CONSERVATION PERMIT.pdf,units2026,pdf,2026,2894,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-elk-bull-cwmu,2026 ELK BULL CWMU,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK BULL CWMU.pdf,units2026,pdf,2026,18172,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-elk-bull-extended-archery,2026 ELK BULL EXTENDED ARCHERY,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK BULL EXTENDED ARCHERY.pdf,units2026,pdf,2026,2562,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-elk-bull-general-any-bull,2026 ELK BULL GENERAL ANY BULL,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK BULL GENERAL ANY BULL.pdf,units2026,pdf,2026,3570,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-elk-bull-general-archery,2026 ELK BULL GENERAL ARCHERY,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK BULL GENERAL ARCHERY.pdf,units2026,pdf,2026,2640,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-elk-bull-general-spike-only,2026 ELK BULL GENERAL SPIKE ONLY,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK BULL GENERAL SPIKE ONLY.pdf,units2026,pdf,2026,3129,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-elk-bull-le-mature-bull-private-lands,2026 ELK BULL L.E MATURE BULL PRIVATE LANDS,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK BULL L.E MATURE BULL PRIVATE LANDS.pdf,units2026,pdf,2026,36283,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-elk-bull-le-mature-bull,2026 ELK BULL L.E MATURE BULL,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK BULL L.E MATURE BULL.pdf,units2026,pdf,2026,38369,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-elk-bull-le,2026 ELK BULL L.E,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK BULL L.E.pdf,units2026,pdf,2026,9525,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-elk-bull-statewide,2026 ELK BULL STATEWIDE,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK BULL STATEWIDE.pdf,units2026,pdf,2026,2615,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-elk-bull-youth-general-any-bull,2026 ELK BULL YOUTH GENERAL ANY BULL,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ELK BULL YOUTH GENERAL ANY BULL.pdf,units2026,pdf,2026,2656,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-moose-bull-oil,2026 MOOSE BULL O.I.L,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 MOOSE BULL O.I.L.pdf,units2026,pdf,2026,8924,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-moose-cow-oil,2026 MOOSE COW O.I.L,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 MOOSE COW O.I.L.pdf,units2026,pdf,2026,3052,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-mountain-goat-hunter-choice-oil,2026 MOUNTAIN GOAT HUNTER CHOICE O.I.L,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 MOUNTAIN GOAT HUNTER CHOICE O.I.L.pdf,units2026,pdf,2026,5824,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-pronghorn-buck-cwmu,2026 PRONGHORN BUCK CWMU,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 PRONGHORN BUCK CWMU.pdf,units2026,pdf,2026,6224,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-pronghorn-buck-le-private-lands-only,2026 PRONGHORN BUCK L.E PRIVATE LANDS ONLY,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 PRONGHORN BUCK L.E PRIVATE LANDS ONLY.pdf,units2026,pdf,2026,3730,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-pronghorn-buck-le,2026 PRONGHORN BUCK L.E,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 PRONGHORN BUCK L.E.pdf,units2026,pdf,2026,19338,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-pronghorn-buck-statewide,2026 PRONGHORN BUCK STATEWIDE,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 PRONGHORN BUCK STATEWIDE.pdf,units2026,pdf,2026,2625,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-pronghorn-doe-cwmu,2026 PRONGHORN DOE CWMU,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 PRONGHORN DOE CWMU.pdf,units2026,pdf,2026,3924,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-pronghorn-doe-general-season,2026 PRONGHORN DOE GENERAL SEASON,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 PRONGHORN DOE GENERAL SEASON.pdf,units2026,pdf,2026,5387,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-rocky-mountain-bighorn-sheep-ewe-oil,2026 ROCKY MOUNTAIN BIGHORN SHEEP EWE O.I.L,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ROCKY MOUNTAIN BIGHORN SHEEP EWE O.I.L.pdf,units2026,pdf,2026,2644,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-rocky-mountain-bighorn-sheep-ram-oil,2026 ROCKY MOUNTAIN BIGHORN SHEEP RAM O.I.L,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 ROCKY MOUNTAIN BIGHORN SHEEP RAM O.I.L.pdf,units2026,pdf,2026,8808,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-turkey-bearded-draw,2026 TURKEY BEARDED DRAW,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 TURKEY BEARDED DRAW.pdf,units2026,pdf,2026,5129,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
public_library_allowlist,units2026-hunt-table-pdf-2026-turkey-either-sex-draw,2026 TURKEY EITHER SEX DRAW,./processed_data/hard_data_exports/hunt_tables/2026/PDF'S/2026 TURKEY EITHER SEX DRAW.pdf,units2026,pdf,2026,3210,true,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,canonical_current_hunts_2026.csv,processed_data/library/canonical_current_hunts_2026.csv,,csv,2026,633937,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,hard_data_library_manifest.csv,processed_data/library/hard_data_library_manifest.csv,,csv,,6325,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,hard_data_library_manifest.json,processed_data/library/hard_data_library_manifest.json,,json,,16213,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,library_page_data.json,processed_data/library/library_page_data.json,,json,,1455506,false,internal_only|duplicate,Do not expose directly in public hard-copy library.
library_file_inventory,,library_page_hunts.csv,processed_data/library/library_page_hunts.csv,,csv,,620525,false,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,library_page_summary.json,processed_data/library/library_page_summary.json,,json,,16213,false,internal_only|duplicate,Do not expose directly in public hard-copy library.
library_file_inventory,,extended_archery_permits.csv,processed_data/hard_data_exports/extended_archery_permits.csv,,csv,,1200,false,public_useful,Public-useful under current library rules.
library_file_inventory,,extended_archery_permits.xlsx,processed_data/hard_data_exports/extended_archery_permits.xlsx,,xlsx,,5743,false,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,general_bull_any_bull_permits.csv,processed_data/hard_data_exports/general_bull_any_bull_permits.csv,,csv,,4286,false,public_useful,Public-useful under current library rules.
library_file_inventory,,general_bull_any_bull_permits.xlsx,processed_data/hard_data_exports/general_bull_any_bull_permits.xlsx,,xlsx,,6935,false,public_useful|duplicate,Keep one canonical public entry and hide duplicates.
library_file_inventory,,hard_copy_pdf_manifest.web.json,processed_data/hard_data_exports/hard_copy_pdf_manifest.web.json,,json,,145947,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,hard_data_export_summary.csv,processed_data/hard_data_exports/hard_data_export_summary.csv,,csv,,452,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,hard_data_manifest.csv,processed_data/hard_data_exports/hard_data_manifest.csv,,csv,,3265,false,internal_only|duplicate,Do not expose directly in public hard-copy library.
library_file_inventory,,hard_data_manifest.web.json,processed_data/hard_data_exports/hard_data_manifest.web.json,,json,,11274,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 elk bull cwmu.csv,processed_data/hard_data_exports/hunt_tables/2026/2026 elk bull cwmu.csv,,csv,2026,8232,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026_BLACK_BEAR.validation.json,processed_data/hard_data_exports/hunt_tables/2026/2026_BLACK_BEAR.validation.json,,json,2026,1925,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 BISON COW ONLY ONCE-IN-A-LIFETIME ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 BISON COW ONLY ONCE-IN-A-LIFETIME ANY LEGAL WEAPON.xlsx,,xlsx,2026,6951,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 BISON HUNTERS CHOICE GENERAL SEASON ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 BISON HUNTERS CHOICE GENERAL SEASON ANY LEGAL WEAPON.xlsx,,xlsx,2026,6717,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 BISON HUNTERS CHOICE ONCE-IN-A-LIFETIME ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 BISON HUNTERS CHOICE ONCE-IN-A-LIFETIME ANY LEGAL WEAPON.xlsx,,xlsx,2026,7210,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 BISON HUNTERS CHOICE ONCE-IN-A-LIFETIME ARCHERY.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 BISON HUNTERS CHOICE ONCE-IN-A-LIFETIME ARCHERY.xlsx,,xlsx,2026,6773,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 BISON HUNTERS CHOICE STATEWIDE ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 BISON HUNTERS CHOICE STATEWIDE ANY LEGAL WEAPON.xlsx,,xlsx,2026,6563,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 BLACK BEAR EITHER SEX PURSUIT PURSUIT ONLY.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 BLACK BEAR EITHER SEX PURSUIT PURSUIT ONLY.xlsx,,xlsx,2026,6594,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 BLACK BEAR EITHER SEX STATEWIDE ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 BLACK BEAR EITHER SEX STATEWIDE ANY LEGAL WEAPON.xlsx,,xlsx,2026,6632,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 COUGAR EITHER SEX STATEWIDE ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 COUGAR EITHER SEX STATEWIDE ANY LEGAL WEAPON.xlsx,,xlsx,2026,6759,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 DEER ANTLERLESS CWMU ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 DEER ANTLERLESS CWMU ANY LEGAL WEAPON.xlsx,,xlsx,2026,6832,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 DEER ANTLERLESS GENERAL SEASON ANY LEGAL WEAPON.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 DEER ANTLERLESS GENERAL SEASON ANY LEGAL WEAPON.xlsx,,xlsx,2026,6894,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 DEER ANTLERLESS GENERAL SEASON ARCHERY MUZZLELOADER SHOTGUN.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 DEER ANTLERLESS GENERAL SEASON ARCHERY MUZZLELOADER SHOTGUN.xlsx,,xlsx,2026,6993,false,internal_only,Do not expose directly in public hard-copy library.
library_file_inventory,,2026 DEER ANTLERLESS GENERAL SEASON ARCHERY.xlsx,processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2026 DEER ANTLERLESS GENERAL SEASON ARCHERY.xlsx,,xlsx,2026,7125,false,internal_only,Do not expose directly in public hard-copy library.
